issue,openTime,frontWinningNum,backWinningNum,seqFrontWinningNum,seqBackWinningNum,saleMoney,r9SaleMoney,prizePoolMoney,fixPoolMoney,week,tryCode,djEndTime,awardEndDesc,specialNotes,fixUBound,floatBound,winnerDetails,红球1,红球2,红球3,红球4,红球5,直选注数,直选奖金,奇数,偶数,小号,大号,一区,二区,三区,和值,跨度,重号,邻号,孤号,AC,二连,二跳,三跳,四连,三连,五连,四跳,五跳
22284,2022-10-25,7 5 2 7 6,,7 5 2 7 6,,15872430.0,,382502991.1,,星期二,,2022-12-26,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '直选', 'awardNum': '227', 'awardMoney': '100000', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",7,5,2,7,6,227.0,100000.0,3,2,1,4,1,2,2,27.0,5.0,1.0,3.0,1.0,1.0,0,0,0,0,1,0,0,0
22283,2022-10-24,8 2 0 9 4,,8 2 0 9 4,,16130852.0,,397425500.4,,星期一,,2022-12-23,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '直选', 'awardNum': '37', 'awardMoney': '100000', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",8,2,0,9,4,37.0,100000.0,1,4,3,2,2,1,2,23.0,9.0,3.0,4.0,-2.0,4.0,1,0,1,0,0,0,0,0
22282,2022-10-23,8 9 6 3 2,,8 9 6 3 2,,15065870.0,,393221382.92,,星期日,,2022-12-22,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '直选', 'awardNum': '81', 'awardMoney': '100000', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",8,9,6,3,2,81.0,100000.0,2,3,2,3,2,1,2,28.0,7.0,1.0,3.0,1.0,3.0,2,1,0,0,0,0,0,0
22281,2022-10-22,1 0 1 5 8,,1 0 1 5 8,,15775448.0,,393939106.62,,星期六,,2022-12-21,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '直选', 'awardNum': '92', 'awardMoney': '100000', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",1,0,1,5,8,92.0,100000.0,3,2,3,2,3,1,1,15.0,8.0,2.0,2.0,1.0,2.0,1,0,0,0,0,0,0,0
22280,2022-10-21,1 3 3 5 4,,1 3 3 5 4,,18322454.0,,395409137.1,,星期五,,2022-12-20,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '直选', 'awardNum': '98', 'awardMoney': '100000', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",1,3,3,5,4,98.0,100000.0,4,1,4,1,3,2,0,16.0,4.0,1.0,3.0,1.0,0.0,0,1,0,0,1,0,0,0
22279,2022-10-20,9 7 4 9 6,,9 7 4 9 6,,16914472.0,,396231134.64,,星期四,,2022-12-19,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '直选', 'awardNum': '83', 'awardMoney': '100000', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",9,7,4,9,6,83.0,100000.0,3,2,1,4,0,2,3,35.0,5.0,2.0,1.0,2.0,0.0,1,2,0,0,0,0,0,0
22278,2022-10-19,4 9 2 9 3,,4 9 2 9 3,,16339894.0,,396243043.36,,星期三,,2022-12-19,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '直选', 'awardNum': '138', 'awardMoney': '100000', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",4,9,2,9,3,138.0,100000.0,3,2,3,2,2,1,2,27.0,7.0,2.0,1.0,2.0,1.0,0,0,0,0,1,0,0,0
22277,2022-10-18,2 4 6 4 0,,2 4 6 4 0,,15641306.0,,402036495.3,,星期二,,2022-12-19,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '直选', 'awardNum': '77', 'awardMoney': '100000', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",2,4,6,4,0,77.0,100000.0,0,5,4,1,2,3,0,16.0,6.0,2.0,5.0,-2.0,-1.0,0,1,1,0,0,0,0,0
22276,2022-10-17,7 6 1 3 2,,7 6 1 3 2,,15969002.0,,402072255.36,,星期一,,2022-12-16,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '直选', 'awardNum': '81', 'awardMoney': '100000', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",7,6,1,3,2,81.0,100000.0,3,2,3,2,3,1,1,19.0,6.0,1.0,2.0,2.0,2.0,1,0,0,0,1,0,0,0
22275,2022-10-16,0 5 9 0 7,,0 5 9 0 7,,15693640.0,,402347444.38,,星期日,,2022-12-15,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '直选', 'awardNum': '44', 'awardMoney': '100000', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",0,5,9,0,7,44.0,100000.0,3,2,2,3,2,1,2,21.0,9.0,3.0,2.0,0.0,1.0,0,0,1,0,0,0,0,0
22274,2022-10-15,0 6 5 5 7,,0 6 5 5 7,,16333924.0,,399057560.78,,星期六,,2022-12-14,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '直选', 'awardNum': '38', 'awardMoney': '100000', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",0,6,5,5,7,38.0,100000.0,3,2,1,4,1,3,1,23.0,7.0,3.0,4.0,-2.0,1.0,0,0,0,0,1,0,0,0
22273,2022-10-14,7 4 6 5 4,,7 4 6 5 4,,17850414.0,,394853938.02,,星期五,,2022-12-13,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '直选', 'awardNum': '114', 'awardMoney': '100000', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",7,4,6,5,4,114.0,100000.0,2,3,2,3,0,4,1,26.0,3.0,0.0,2.0,3.0,-1.0,0,0,0,1,0,0,0,0
22272,2022-10-13,3 2 9 2 9,,3 2 9 2 9,,16136250.0,,397507235.16,,星期四,,2022-12-12,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '直选', 'awardNum': '85', 'awardMoney': '100000', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",3,2,9,2,9,85.0,100000.0,3,2,3,2,3,0,2,25.0,7.0,1.0,3.0,1.0,-1.0,1,0,0,0,0,0,0,0
22271,2022-10-12,5 6 7 2 8,,5 6 7 2 8,,15451434.0,,398100472.66,,星期三,,2022-12-12,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '直选', 'awardNum': '92', 'awardMoney': '100000', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",5,6,7,2,8,92.0,100000.0,2,3,1,4,1,2,2,28.0,6.0,2.0,4.0,-1.0,2.0,0,0,0,1,0,0,0,0
22270,2022-10-11,2 2 7 3 4,,2 2 7 3 4,,15410302.0,,399729270.0,,星期二,,2022-12-12,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '直选', 'awardNum': '163', 'awardMoney': '100000', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",2,2,7,3,4,163.0,100000.0,2,3,4,1,3,1,1,18.0,5.0,2.0,3.0,0.0,1.0,0,0,0,0,1,0,0,0
22269,2022-10-10,3 7 5 7 7,,3 7 5 7 7,,15492884.0,,408478222.02,,星期一,,2022-12-09,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '直选', 'awardNum': '32', 'awardMoney': '100000', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",3,7,5,7,7,32.0,100000.0,5,0,1,4,1,1,3,29.0,4.0,1.0,5.0,-1.0,-2.0,0,0,1,0,0,0,0,0
22268,2022-10-09,3 8 4 6 1,,3 8 4 6 1,,15020678.0,,404086708.86,,星期日,,2022-12-08,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '直选', 'awardNum': '38', 'awardMoney': '100000', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",3,8,4,6,1,38.0,100000.0,2,3,3,2,2,2,1,22.0,7.0,2.0,4.0,-1.0,2.0,1,1,1,0,0,0,0,0
22267,2022-10-08,5 3 4 7 9,,5 3 4 7 9,,15192248.0,,400526576.64,,星期六,,2022-12-07,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '直选', 'awardNum': '44', 'awardMoney': '100000', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",5,3,4,7,9,44.0,100000.0,4,1,2,3,1,2,2,28.0,6.0,2.0,2.0,1.0,2.0,0,0,1,0,1,0,0,0
22266,2022-10-07,2 1 0 4 7,,2 1 0 4 7,,16784196.0,,397482375.12,,星期五,,2022-12-06,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '直选', 'awardNum': '46', 'awardMoney': '100000', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",2,1,0,4,7,46.0,100000.0,2,3,4,1,3,1,1,14.0,7.0,1.0,1.0,3.0,3.0,0,1,0,0,1,0,0,0
22265,2022-10-06,4 6 4 6 8,,4 6 4 6 8,,14380372.0,,393858119.08,,星期四,,2022-12-05,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '直选', 'awardNum': '92', 'awardMoney': '100000', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",4,6,4,6,8,92.0,100000.0,0,5,2,3,0,4,1,28.0,4.0,2.0,3.0,0.0,-2.0,0,2,0,0,0,0,0,0
22264,2022-10-05,7 8 6 0 7,,7 8 6 0 7,,15792388.0,,396011736.8,,星期三,,2022-12-05,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '直选', 'awardNum': '61', 'awardMoney': '100000', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",7,8,6,0,7,61.0,100000.0,2,3,1,4,1,1,3,28.0,8.0,0.0,2.0,3.0,1.0,2,0,0,0,0,0,0,0
22263,2022-09-30,3 3 5 1 1,,3 3 5 1 1,,18750026.0,,394373466.68,,星期五,,2022-11-29,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '直选', 'awardNum': '103', 'awardMoney': '100000', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",3,3,5,1,1,103.0,100000.0,5,0,4,1,4,1,0,13.0,4.0,1.0,4.0,0.0,-2.0,0,2,0,0,0,0,0,0
22262,2022-09-29,3 2 9 9 8,,3 2 9 9 8,,16944316.0,,395485953.94,,星期四,,2022-11-28,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '直选', 'awardNum': '123', 'awardMoney': '100000', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",3,2,9,9,8,123.0,100000.0,3,2,2,3,2,0,3,31.0,7.0,1.0,2.0,2.0,0.0,2,0,0,0,0,0,0,0
22261,2022-09-28,0 2 6 2 7,,0 2 6 2 7,,16197996.0,,399483239.1,,星期三,,2022-11-28,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '直选', 'awardNum': '191', 'awardMoney': '100000', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",0,2,6,2,7,191.0,100000.0,1,4,3,2,3,1,1,17.0,7.0,2.0,5.0,-2.0,2.0,1,1,0,0,0,0,0,0
22260,2022-09-27,4 6 9 7 1,,4 6 9 7 1,,15811964.0,,410646221.06,,星期二,,2022-11-28,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '直选', 'awardNum': '45', 'awardMoney': '100000', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",4,6,9,7,1,45.0,100000.0,3,2,2,3,1,2,2,27.0,8.0,3.0,2.0,0.0,2.0,1,2,0,0,0,0,0,0
22259,2022-09-26,4 4 8 9 1,,4 4 8 9 1,,15849104.0,,407398358.7,,星期一,,2022-11-25,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '直选', 'awardNum': '60', 'awardMoney': '100000', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",4,4,8,9,1,60.0,100000.0,2,3,3,2,1,2,2,26.0,8.0,3.0,1.0,1.0,2.0,1,0,0,0,0,0,0,0
22258,2022-09-25,1 9 6 1 4,,1 9 6 1 4,,15250206.0,,405632297.74,,星期日,,2022-11-24,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '直选', 'awardNum': '30', 'awardMoney': '100000', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",1,9,6,1,4,30.0,100000.0,3,2,3,2,2,2,1,21.0,8.0,1.0,3.0,1.0,0.0,0,1,0,0,0,0,0,0
22257,2022-09-24,7 9 2 2 0,,7 9 2 2 0,,15475622.0,,401159696.8,,星期六,,2022-11-23,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '直选', 'awardNum': '35', 'awardMoney': '100000', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",7,9,2,2,0,35.0,100000.0,2,3,3,2,3,0,2,20.0,9.0,1.0,3.0,1.0,0.0,0,2,0,0,0,0,0,0
22256,2022-09-23,4 0 5 6 3,,4 0 5 6 3,,17303064.0,,397076642.02,,星期五,,2022-11-22,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '直选', 'awardNum': '51', 'awardMoney': '100000', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",4,0,5,6,3,51.0,100000.0,2,3,3,2,2,3,0,18.0,6.0,2.0,2.0,1.0,2.0,0,0,0,1,0,0,0,0
22255,2022-09-22,3 3 9 8 5,,3 3 9 8 5,,16480614.0,,393698140.66,,星期四,,2022-11-21,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '直选', 'awardNum': '74', 'awardMoney': '100000', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",3,3,9,8,5,74.0,100000.0,4,1,2,3,2,1,2,28.0,6.0,2.0,1.0,2.0,2.0,1,1,0,0,0,0,0,0
22254,2022-09-21,7 3 5 1 7,,7 3 5 1 7,,15885742.0,,393022639.8,,星期三,,2022-11-21,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '直选', 'awardNum': '96', 'awardMoney': '100000', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",7,3,5,1,7,96.0,100000.0,5,0,2,3,2,1,2,23.0,6.0,2.0,3.0,0.0,-1.0,0,0,0,0,0,0,1,0
22253,2022-09-20,9 1 6 6 7,,9 1 6 6 7,,15539274.0,,394838626.22,,星期二,,2022-11-21,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '直选', 'awardNum': '59', 'awardMoney': '100000', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",9,1,6,6,7,59.0,100000.0,3,2,1,4,1,2,2,29.0,8.0,3.0,4.0,-2.0,2.0,1,1,0,0,0,0,0,0
22252,2022-09-19,1 6 7 2 4,,1 6 7 2 4,,15740452.0,,393124381.96,,星期一,,2022-11-18,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '直选', 'awardNum': '70', 'awardMoney': '100000', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",1,6,7,2,4,70.0,100000.0,2,3,3,2,2,2,1,20.0,6.0,4.0,3.0,-2.0,2.0,2,0,1,0,0,0,0,0
22251,2022-09-18,1 2 4 7 2,,1 2 4 7 2,,15033700.0,,392411560.48,,星期日,,2022-11-17,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '直选', 'awardNum': '73', 'awardMoney': '100000', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",1,2,4,7,2,73.0,100000.0,2,3,4,1,3,1,1,16.0,6.0,1.0,4.0,0.0,1.0,1,1,0,0,0,0,0,0
22250,2022-09-17,0 1 5 0 1,,0 1 5 0 1,,15127860.0,,392345047.48,,星期六,,2022-11-16,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '直选', 'awardNum': '41', 'awardMoney': '100000', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",0,1,5,0,1,41.0,100000.0,3,2,4,1,4,1,0,7.0,5.0,1.0,3.0,1.0,-1.0,1,0,0,0,0,0,0,0
22249,2022-09-16,0 0 6 0 6,,0 0 6 0 6,,17059098.0,,389032396.08,,星期五,,2022-11-15,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '直选', 'awardNum': '89', 'awardMoney': '100000', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",0,0,6,0,6,89.0,100000.0,0,5,3,2,3,2,0,12.0,6.0,1.0,0.0,4.0,-3.0,0,0,0,0,0,0,0,0
22248,2022-09-15,0 4 9 9 9,,0 4 9 9 9,,16204494.0,,389573438.06,,星期四,,2022-11-14,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '直选', 'awardNum': '48', 'awardMoney': '100000', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",0,4,9,9,9,48.0,100000.0,3,2,2,3,1,1,3,31.0,9.0,1.0,3.0,1.0,-1.0,0,0,0,0,0,0,0,0
22247,2022-09-14,4 4 6 8 7,,4 4 6 8 7,,15680650.0,,386433236.0,,星期三,,2022-11-14,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '直选', 'awardNum': '24', 'awardMoney': '100000', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",4,4,6,8,7,24.0,100000.0,1,4,2,3,0,3,2,29.0,4.0,1.0,4.0,0.0,0.0,0,1,0,0,1,0,0,0
22246,2022-09-13,8 3 2 5 1,,8 3 2 5 1,,15162318.0,,381149717.5,,星期二,,2022-11-14,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '直选', 'awardNum': '59', 'awardMoney': '100000', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",8,3,2,5,1,59.0,100000.0,3,2,3,2,3,1,1,19.0,7.0,2.0,3.0,0.0,3.0,0,1,0,0,1,0,0,0
22245,2022-09-12,8 4 6 1 4,,8 4 6 1 4,,15092602.0,,379620181.68,,星期一,,2022-11-11,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '直选', 'awardNum': '54', 'awardMoney': '100000', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",8,4,6,1,4,54.0,100000.0,1,4,3,2,1,3,1,23.0,7.0,2.0,1.0,2.0,1.0,0,0,1,0,0,0,0,0
22244,2022-09-11,1 2 4 4 4,,1 2 4 4 4,,14425950.0,,377624806.7,,星期日,,2022-11-10,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '直选', 'awardNum': '53', 'awardMoney': '100000', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",1,2,4,4,4,53.0,100000.0,1,4,5,0,2,3,0,15.0,3.0,1.0,1.0,3.0,-1.0,1,1,0,0,0,0,0,0
22243,2022-09-10,4 7 4 0 6,,4 7 4 0 6,,14241770.0,,375856091.2,,星期六,,2022-11-09,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '直选', 'awardNum': '30', 'awardMoney': '100000', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",4,7,4,0,6,30.0,100000.0,1,4,3,2,1,3,1,21.0,7.0,1.0,3.0,1.0,2.0,1,1,0,0,0,0,0,0
22242,2022-09-09,0 8 9 8 3,,0 8 9 8 3,,16833992.0,,371877623.9,,星期五,,2022-11-08,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '直选', 'awardNum': '58', 'awardMoney': '100000', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",0,8,9,8,3,58.0,100000.0,2,3,2,3,2,0,3,28.0,9.0,3.0,3.0,-1.0,2.0,1,0,0,0,0,0,0,0
22241,2022-09-08,0 7 3 9 1,,0 7 3 9 1,,15719638.0,,369428967.82,,星期四,,2022-11-07,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '直选', 'awardNum': '164', 'awardMoney': '100000', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",0,7,3,9,1,164.0,100000.0,4,1,3,2,3,0,2,20.0,9.0,2.0,3.0,0.0,4.0,1,2,0,0,0,0,0,0
22240,2022-09-07,1 9 5 8 9,,1 9 5 8 9,,15310746.0,,378126345.2,,星期三,,2022-11-07,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '直选', 'awardNum': '261', 'awardMoney': '100000', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",1,9,5,8,9,261.0,100000.0,4,1,1,4,1,1,3,32.0,8.0,2.0,5.0,-2.0,1.0,1,0,0,0,0,0,0,0
22239,2022-09-06,2 8 9 7 4,,2 8 9 7 4,,14769782.0,,396724079.66,,星期二,,2022-11-07,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '直选', 'awardNum': '28', 'awardMoney': '100000', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",2,8,9,7,4,28.0,100000.0,2,3,2,3,1,1,3,30.0,7.0,1.0,1.0,3.0,3.0,0,1,0,0,1,0,0,0
22238,2022-09-05,6 2 2 6 6,,6 2 2 6 6,,15057140.0,,392286886.48,,星期一,,2022-11-04,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '直选', 'awardNum': '50', 'awardMoney': '100000', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",6,2,2,6,6,50.0,100000.0,0,5,2,3,2,3,0,22.0,4.0,1.0,3.0,1.0,-3.0,0,0,0,0,0,0,0,0
22237,2022-09-04,6 9 9 7 4,,6 9 9 7 4,,14611558.0,,389908887.88,,星期日,,2022-11-03,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '直选', 'awardNum': '18', 'awardMoney': '100000', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",6,9,9,7,4,18.0,100000.0,3,2,1,4,0,2,3,35.0,5.0,0.0,5.0,0.0,0.0,1,2,0,0,0,0,0,0
22236,2022-09-03,8 8 5 3 1,,8 8 5 3 1,,14884940.0,,384549224.46,,星期六,,2022-11-02,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '直选', 'awardNum': '88', 'awardMoney': '100000', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",8,8,5,3,1,88.0,100000.0,3,2,2,3,2,1,2,25.0,7.0,1.0,5.0,-1.0,1.0,0,0,1,0,0,0,0,0
22235,2022-09-02,8 2 4 7 9,,8 2 4 7 9,,16755280.0,,386055603.86,,星期五,,2022-11-01,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '直选', 'awardNum': '64', 'awardMoney': '100000', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",8,2,4,7,9,64.0,100000.0,2,3,2,3,1,1,3,30.0,7.0,3.0,5.0,-3.0,3.0,0,1,0,0,1,0,0,0
22234,2022-09-01,8 8 7 9 3,,8 8 7 9 3,,16083220.0,,384245516.66,,星期四,,2022-10-31,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '直选', 'awardNum': '39', 'awardMoney': '100000', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",8,8,7,9,3,39.0,100000.0,3,2,1,4,1,0,4,35.0,6.0,2.0,4.0,-1.0,1.0,2,0,0,0,0,0,0,0
22233,2022-08-31,8 6 7 8 0,,8 6 7 8 0,,16132506.0,,380264738.86,,星期三,,2022-10-31,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '直选', 'awardNum': '186', 'awardMoney': '100000', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",8,6,7,8,0,186.0,100000.0,1,4,1,4,1,1,3,29.0,8.0,1.0,1.0,3.0,1.0,0,0,0,0,1,0,0,0
22232,2022-08-30,6 4 2 3 2,,6 4 2 3 2,,15346370.0,,390959810.92,,星期二,,2022-10-31,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '直选', 'awardNum': '76', 'awardMoney': '100000', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",6,4,2,3,2,76.0,100000.0,1,4,4,1,3,2,0,17.0,4.0,3.0,4.0,-2.0,0.0,0,1,0,0,1,0,0,0
22231,2022-08-29,4 6 6 9 3,,4 6 6 9 3,,15630384.0,,391040089.62,,星期一,,2022-10-28,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '直选', 'awardNum': '74', 'awardMoney': '100000', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",4,6,6,9,3,74.0,100000.0,2,3,2,3,1,3,1,28.0,6.0,2.0,0.0,3.0,1.0,1,1,0,0,0,0,0,0
22230,2022-08-28,9 0 1 9 6,,9 0 1 9 6,,14870948.0,,390781201.46,,星期日,,2022-10-27,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '直选', 'awardNum': '67', 'awardMoney': '100000', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",9,0,1,9,6,67.0,100000.0,3,2,2,3,2,1,2,25.0,9.0,3.0,2.0,0.0,2.0,1,0,0,0,0,0,0,0
22229,2022-08-27,7 6 6 0 9,,7 6 6 0 9,,15304400.0,,390194436.94,,星期六,,2022-10-26,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '直选', 'awardNum': '35', 'awardMoney': '100000', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",7,6,6,0,9,35.0,100000.0,2,3,1,4,1,2,2,28.0,9.0,0.0,5.0,0.0,2.0,1,1,0,0,0,0,0,0
