issue,openTime,frontWinningNum,backWinningNum,seqFrontWinningNum,seqBackWinningNum,saleMoney,r9SaleMoney,prizePoolMoney,fixPoolMoney,week,tryCode,djEndTime,awardEndDesc,specialNotes,fixUBound,floatBound,winnerDetails,红球1,红球2,红球3,红球4,红球5,直选注数,直选奖金,奇数,偶数,小号,大号,一区,二区,三区,和值,跨度,重号,邻号,孤号,AC,二连,二跳,三跳,四连,三连,五连,四跳,五跳
15107,2015-04-24,7 1 0 6 1,,7 1 0 6 1,,9451172.0,,253940090.74,,星期五,,2015-06-23,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '直选', 'awardNum': '7', 'awardMoney': '100000', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",7,1,0,6,1,7.0,100000.0,3,2,3,2,3,1,1,15.0,7.0,1.0,1.0,3.0,0.0,2,0,0,0,0,0,0,0
15106,2015-04-23,6 8 8 9 8,,6 8 8 9 8,,9117456.0,,250009016.46,,星期四,,2015-06-23,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '直选', 'awardNum': '34', 'awardMoney': '100000', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",6,8,8,9,8,34.0,100000.0,1,4,0,5,0,1,4,39.0,3.0,0.0,4.0,1.0,-1.0,1,1,0,0,0,0,0,0
15105,2015-04-22,7 0 0 4 1,,7 0 0 4 1,,9061580.0,,248941463.02,,星期三,,2015-06-22,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '直选', 'awardNum': '29', 'awardMoney': '100000', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",7,0,0,4,1,29.0,100000.0,2,3,4,1,3,1,1,12.0,7.0,0.0,2.0,3.0,1.0,1,0,1,0,0,0,0,0
15104,2015-04-21,9 8 6 5 6,,9 8 6 5 6,,8864544.0,,247401288.82,,星期二,,2015-06-23,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '直选', 'awardNum': '56', 'awardMoney': '100000', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",9,8,6,5,6,56.0,100000.0,2,3,0,5,0,3,2,34.0,4.0,1.0,2.0,2.0,0.0,2,1,0,0,0,0,0,0
15103,2015-04-20,4 9 9 0 1,,4 9 9 0 1,,9044758.0,,248657662.26,,星期一,,2015-06-19,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '直选', 'awardNum': '25', 'awardMoney': '100000', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",4,9,9,0,1,25.0,100000.0,3,2,3,2,2,1,2,23.0,9.0,2.0,2.0,1.0,2.0,1,0,0,0,0,0,0,0
15102,2015-04-19,3 9 5 3 0,,3 9 5 3 0,,8844236.0,,246725730.84,,星期日,,2015-06-18,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '直选', 'awardNum': '20', 'awardMoney': '100000', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",3,9,5,3,0,20.0,100000.0,4,1,3,2,3,1,1,20.0,9.0,1.0,4.0,0.0,2.0,0,1,0,0,0,0,0,0
15101,2015-04-18,6 3 3 2 8,,6 3 3 2 8,,8840774.0,,244392055.2,,星期六,,2015-06-17,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '直选', 'awardNum': '19', 'awardMoney': '100000', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",6,3,3,2,8,19.0,100000.0,2,3,3,2,3,1,1,22.0,6.0,3.0,2.0,0.0,2.0,1,1,0,0,0,0,0,0
15100,2015-04-17,5 3 6 6 8,,5 3 6 6 8,,10008536.0,,241960075.94,,星期五,,2015-06-16,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '直选', 'awardNum': '47', 'awardMoney': '100000', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",5,3,6,6,8,47.0,100000.0,2,3,1,4,1,3,1,28.0,5.0,2.0,3.0,0.0,0.0,1,2,0,0,0,0,0,0
15099,2015-04-16,7 7 1 5 8,,7 7 1 5 8,,9154126.0,,241755893.3,,星期四,,2015-06-15,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '直选', 'awardNum': '114', 'awardMoney': '100000', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",7,7,1,5,8,114.0,100000.0,4,1,1,4,1,1,3,28.0,7.0,1.0,2.0,2.0,2.0,1,1,0,0,0,0,0,0
15098,2015-04-15,4 1 3 1 2,,4 1 3 1 2,,8752876.0,,248670371.56,,星期三,,2015-06-15,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '直选', 'awardNum': '45', 'awardMoney': '100000', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",4,1,3,1,2,45.0,100000.0,3,2,5,0,4,1,0,11.0,3.0,2.0,2.0,1.0,-1.0,0,0,0,1,0,0,0,0
15097,2015-04-14,6 8 8 3 1,,6 8 8 3 1,,8942158.0,,248881462.32,,星期二,,2015-06-15,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '直选', 'awardNum': '39', 'awardMoney': '100000', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",6,8,8,3,1,39.0,100000.0,2,3,2,3,2,1,2,26.0,7.0,2.0,4.0,-1.0,0.0,0,2,0,0,0,0,0,0
15096,2015-04-13,2 1 8 2 9,,2 1 8 2 9,,8974672.0,,248399804.9,,星期一,,2015-06-12,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '直选', 'awardNum': '34', 'awardMoney': '100000', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",2,1,8,2,9,34.0,100000.0,2,3,3,2,3,0,2,22.0,8.0,2.0,5.0,-2.0,0.0,2,0,0,0,0,0,0,0
15095,2015-04-12,2 3 7 8 8,,2 3 7 8 8,,8599492.0,,247402215.62,,星期日,,2015-06-11,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '直选', 'awardNum': '48', 'awardMoney': '100000', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",2,3,7,8,8,48.0,100000.0,2,3,2,3,2,0,3,28.0,6.0,1.0,4.0,0.0,0.0,2,0,0,0,0,0,0,0
15094,2015-04-11,5 4 6 2 9,,5 4 6 2 9,,8444902.0,,247988464.54,,星期六,,2015-06-10,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '直选', 'awardNum': '81', 'awardMoney': '100000', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",5,4,6,2,9,81.0,100000.0,2,3,2,3,1,3,1,26.0,7.0,4.0,3.0,-2.0,2.0,0,1,0,0,1,0,0,0
15093,2015-04-10,6 0 2 4 5,,6 0 2 4 5,,9646010.0,,251950462.56,,星期五,,2015-06-09,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '直选', 'awardNum': '53', 'awardMoney': '100000', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",6,0,2,4,5,53.0,100000.0,1,4,3,2,2,3,0,17.0,6.0,1.0,4.0,0.0,2.0,0,0,1,0,1,0,0,0
15092,2015-04-09,7 0 3 1 0,,7 0 3 1 0,,9118722.0,,252523917.66,,星期四,,2015-06-08,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '直选', 'awardNum': '18', 'awardMoney': '100000', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",7,0,3,1,0,18.0,100000.0,3,2,4,1,4,0,1,11.0,7.0,2.0,2.0,1.0,2.0,1,1,0,0,0,0,0,0
15091,2015-04-08,7 9 5 1 5,,7 9 5 1 5,,8713956.0,,249855743.88,,星期三,,2015-06-08,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '直选', 'awardNum': '27', 'awardMoney': '100000', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",7,9,5,1,5,27.0,100000.0,5,0,1,4,1,2,2,27.0,8.0,0.0,4.0,1.0,0.0,0,0,1,0,0,0,0,0
15090,2015-04-07,6 8 4 8 3,,6 8 4 8 3,,8670644.0,,248285905.44,,星期二,,2015-06-08,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '直选', 'awardNum': '22', 'awardMoney': '100000', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",6,8,4,8,3,22.0,100000.0,1,4,2,3,1,2,2,29.0,5.0,3.0,5.0,-3.0,1.0,1,0,1,0,0,0,0,0
15089,2015-04-06,6 5 4 8 9,,6 5 4 8 9,,8372350.0,,246237289.88,,星期一,,2015-06-05,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '直选', 'awardNum': '34', 'awardMoney': '100000', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",6,5,4,8,9,34.0,100000.0,2,3,1,4,0,3,2,32.0,5.0,1.0,1.0,3.0,1.0,1,1,0,0,1,0,0,0
15088,2015-04-05,1 0 8 1 0,,1 0 8 1 0,,7851170.0,,245534838.38,,星期日,,2015-06-04,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '直选', 'awardNum': '55', 'awardMoney': '100000', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",1,0,8,1,0,55.0,100000.0,2,3,4,1,4,0,1,10.0,8.0,2.0,4.0,-1.0,-1.0,1,0,0,0,0,0,0,0
15087,2015-04-04,0 1 3 4 4,,0 1 3 4 4,,8042472.0,,247187765.08,,星期六,,2015-06-03,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '直选', 'awardNum': '30', 'awardMoney': '100000', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",0,1,3,4,4,30.0,100000.0,2,3,5,0,3,2,0,12.0,4.0,2.0,3.0,0.0,0.0,2,1,0,0,0,0,0,0
15086,2015-04-03,9 3 0 0 9,,9 3 0 0 9,,10091742.0,,246246953.8,,星期五,,2015-06-02,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '直选', 'awardNum': '27', 'awardMoney': '100000', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",9,3,0,0,9,27.0,100000.0,3,2,3,2,3,0,2,21.0,9.0,0.0,3.0,2.0,-1.0,0,0,0,0,0,0,0,0
15085,2015-04-02,4 1 6 5 2,,4 1 6 5 2,,9203842.0,,244002000.22,,星期四,,2015-06-01,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '直选', 'awardNum': '46', 'awardMoney': '100000', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",4,1,6,5,2,46.0,100000.0,2,3,3,2,2,3,0,18.0,5.0,3.0,4.0,-2.0,1.0,1,1,0,0,1,0,0,0
15084,2015-04-01,9 4 1 5 5,,9 4 1 5 5,,8604402.0,,244092117.64,,星期三,,2015-06-01,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '直选', 'awardNum': '21', 'awardMoney': '100000', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",9,4,1,5,5,21.0,100000.0,4,1,2,3,1,3,1,24.0,8.0,1.0,2.0,2.0,1.0,1,0,0,0,0,0,0,0
15083,2015-03-31,0 1 3 1 7,,0 1 3 1 7,,8822800.0,,241975960.66,,星期二,,2015-06-01,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '直选', 'awardNum': '7', 'awardMoney': '100000', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",0,1,3,1,7,7.0,100000.0,4,1,4,1,4,0,1,12.0,7.0,1.0,4.0,0.0,2.0,1,1,0,0,0,0,0,0
15082,2015-03-30,2 5 5 1 5,,2 5 5 1 5,,8927988.0,,238352788.66,,星期一,,2015-05-29,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '直选', 'awardNum': '20', 'awardMoney': '100000', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",2,5,5,1,5,20.0,100000.0,4,1,2,3,2,3,0,18.0,4.0,1.0,5.0,-1.0,-1.0,1,0,0,0,0,0,0,0
15081,2015-03-29,6 0 3 1 8,,6 0 3 1 8,,8413192.0,,235978074.54,,星期日,,2015-05-28,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '直选', 'awardNum': '63', 'awardMoney': '100000', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",6,0,3,1,8,63.0,100000.0,2,3,3,2,3,1,1,18.0,8.0,3.0,3.0,-1.0,3.0,1,2,0,0,0,0,0,0
15080,2015-03-28,3 2 0 1 4,,3 2 0 1 4,,8550156.0,,238155610.46,,星期六,,2015-05-27,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '直选', 'awardNum': '163', 'awardMoney': '100000', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",3,2,0,1,4,163.0,100000.0,2,3,5,0,4,1,0,10.0,4.0,2.0,3.0,0.0,0.0,0,0,0,0,0,1,0,0
15079,2015-03-27,5 2 8 0 6,,5 2 8 0 6,,9741632.0,,250266034.02,,星期五,,2015-05-26,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '直选', 'awardNum': '43', 'awardMoney': '100000', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",5,2,8,0,6,43.0,100000.0,1,4,2,3,2,2,1,21.0,8.0,1.0,3.0,1.0,3.0,1,2,0,0,0,0,0,0
15078,2015-03-26,1 1 4 8 3,,1 1 4 8 3,,9033038.0,,249792634.34,,星期四,,2015-05-25,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '直选', 'awardNum': '75', 'awardMoney': '100000', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",1,1,4,8,3,75.0,100000.0,3,2,4,1,3,1,1,17.0,7.0,0.0,2.0,3.0,2.0,1,1,0,0,0,0,0,0
15077,2015-03-25,9 6 5 9 6,,9 6 5 9 6,,8932300.0,,252866445.72,,星期三,,2015-05-25,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '直选', 'awardNum': '87', 'awardMoney': '100000', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",9,6,5,9,6,87.0,100000.0,3,2,0,5,0,3,2,35.0,4.0,2.0,3.0,0.0,-1.0,1,0,0,0,0,0,0,0
15076,2015-03-24,9 3 7 6 1,,9 3 7 6 1,,8814368.0,,257189618.72,,星期二,,2015-05-25,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '直选', 'awardNum': '9', 'awardMoney': '100000', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",9,3,7,6,1,9.0,100000.0,4,1,2,3,2,1,2,26.0,8.0,2.0,2.0,1.0,3.0,1,2,0,0,0,0,0,0
15075,2015-03-23,4 2 3 0 1,,4 2 3 0 1,,10204956.0,,253770578.4,,星期一,,2015-05-22,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '直选', 'awardNum': '13', 'awardMoney': '100000', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",4,2,3,0,1,13.0,100000.0,2,3,5,0,4,1,0,10.0,4.0,3.0,4.0,-2.0,0.0,0,0,0,0,0,1,0,0
15074,2015-03-22,4 4 1 6 2,,4 4 1 6 2,,8799158.0,,250070149.96,,星期日,,2015-05-21,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '直选', 'awardNum': '58', 'awardMoney': '100000', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",4,4,1,6,2,58.0,100000.0,1,4,4,1,2,3,0,17.0,5.0,3.0,2.0,0.0,1.0,1,2,0,0,0,0,0,0
15073,2015-03-21,9 4 2 1 0,,9 4 2 1 0,,8946654.0,,251558562.54,,星期六,,2015-05-20,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '直选', 'awardNum': '16', 'awardMoney': '100000', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",9,4,2,1,0,16.0,100000.0,2,3,4,1,3,1,1,16.0,9.0,2.0,2.0,1.0,4.0,0,1,0,0,1,0,0,0
15072,2015-03-20,7 9 3 4 6,,7 9 3 4 6,,10172426.0,,248774702.08,,星期五,,2015-05-19,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '直选', 'awardNum': '18', 'awardMoney': '100000', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",7,9,3,4,6,18.0,100000.0,3,2,2,3,1,2,2,29.0,6.0,2.0,2.0,1.0,2.0,2,2,0,0,0,0,0,0
15071,2015-03-19,7 5 9 0 9,,7 5 9 0 9,,9682222.0,,245590213.34,,星期四,,2015-05-18,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '直选', 'awardNum': '38', 'awardMoney': '100000', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",7,5,9,0,9,38.0,100000.0,4,1,1,4,1,1,3,30.0,9.0,1.0,5.0,-1.0,1.0,0,0,1,0,0,0,0,0
15070,2015-03-18,4 1 8 7 6,,4 1 8 7 6,,10047438.0,,244645924.56,,星期三,,2015-05-18,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '直选', 'awardNum': '57', 'awardMoney': '100000', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",4,1,8,7,6,57.0,100000.0,2,3,2,3,1,2,2,26.0,7.0,3.0,2.0,0.0,3.0,0,1,0,0,1,0,0,0
15069,2015-03-17,9 8 6 1 8,,9 8 6 1 8,,8953300.0,,245422679.94,,星期二,,2015-05-18,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '直选', 'awardNum': '48', 'awardMoney': '100000', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",9,8,6,1,8,48.0,100000.0,2,3,1,4,1,1,3,32.0,8.0,2.0,3.0,0.0,2.0,1,1,0,0,0,0,0,0
15068,2015-03-16,5 5 9 7 1,,5 5 9 7 1,,10467914.0,,245835562.94,,星期一,,2015-05-15,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '直选', 'awardNum': '27', 'awardMoney': '100000', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",5,5,9,7,1,27.0,100000.0,5,0,1,4,1,2,2,27.0,8.0,3.0,2.0,0.0,0.0,0,0,1,0,0,0,0,0
15067,2015-03-15,7 1 8 5 7,,7 1 8 5 7,,8808916.0,,243406285.08,,星期日,,2015-05-14,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '直选', 'awardNum': '20', 'awardMoney': '100000', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",7,1,8,5,7,20.0,100000.0,4,1,1,4,1,1,3,28.0,7.0,2.0,4.0,-1.0,2.0,1,1,0,0,0,0,0,0
15066,2015-03-14,2 0 8 2 7,,2 0 8 2 7,,8620078.0,,241089916.24,,星期六,,2015-05-13,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '直选', 'awardNum': '27', 'awardMoney': '100000', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",2,0,8,2,7,27.0,100000.0,1,4,3,2,3,0,2,19.0,8.0,1.0,2.0,2.0,2.0,1,1,0,0,0,0,0,0
15065,2015-03-13,6 9 6 2 6,,6 9 6 2 6,,10708254.0,,239566078.02,,星期五,,2015-05-12,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '直选', 'awardNum': '38', 'awardMoney': '100000', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",6,9,6,2,6,38.0,100000.0,1,4,1,4,1,3,1,29.0,7.0,1.0,4.0,0.0,-1.0,0,0,0,0,0,0,0,0
15064,2015-03-12,5 2 7 5 8,,5 2 7 5 8,,10344074.0,,238119033.56,,星期四,,2015-05-11,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '直选', 'awardNum': '90', 'awardMoney': '100000', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",5,2,7,5,8,90.0,100000.0,3,2,1,4,1,2,2,27.0,6.0,2.0,2.0,1.0,1.0,1,1,0,0,0,0,0,0
15063,2015-03-11,1 3 8 5 3,,1 3 8 5 3,,8860664.0,,242050437.3,,星期三,,2015-05-11,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '直选', 'awardNum': '18', 'awardMoney': '100000', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",1,3,8,5,3,18.0,100000.0,4,1,3,2,3,1,1,20.0,7.0,2.0,3.0,0.0,1.0,0,2,0,0,0,0,0,0
15062,2015-03-10,0 6 8 5 7,,0 6 8 5 7,,8812022.0,,239508711.94,,星期二,,2015-05-11,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '直选', 'awardNum': '9', 'awardMoney': '100000', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",0,6,8,5,7,9.0,100000.0,2,3,1,4,1,2,2,26.0,8.0,2.0,4.0,-1.0,3.0,0,0,0,1,0,0,0,0
15061,2015-03-09,9 1 8 1 6,,9 1 8 1 6,,8670096.0,,236090821.16,,星期一,,2015-05-08,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '直选', 'awardNum': '93', 'awardMoney': '100000', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",9,1,8,1,6,93.0,100000.0,3,2,2,3,2,1,2,25.0,8.0,0.0,4.0,1.0,2.0,1,1,0,0,0,0,0,0
15060,2015-03-08,4 4 7 2 7,,4 4 7 2 7,,8082880.0,,241142474.12,,星期日,,2015-05-07,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '直选', 'awardNum': '39', 'awardMoney': '100000', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",4,4,7,2,7,39.0,100000.0,2,3,3,2,1,2,2,24.0,5.0,2.0,2.0,1.0,-1.0,0,1,0,0,0,0,0,0
15059,2015-03-07,0 2 4 5 5,,0 2 4 5 5,,8220212.0,,241081862.92,,星期六,,2015-05-06,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '直选', 'awardNum': '27', 'awardMoney': '100000', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",0,2,4,5,5,27.0,100000.0,2,3,3,2,2,3,0,16.0,5.0,1.0,0.0,4.0,1.0,1,0,1,0,0,0,0,0
15058,2015-03-06,8 8 9 2 9,,8 8 9 2 9,,8853960.0,,239753959.04,,星期五,,2015-05-05,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '直选', 'awardNum': '14', 'awardMoney': '100000', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",8,8,9,2,9,14.0,100000.0,2,3,1,4,1,0,4,36.0,7.0,1.0,2.0,2.0,-1.0,1,0,0,0,0,0,0,0
15057,2015-03-05,7 7 9 6 0,,7 7 9 6 0,,9149952.0,,236815518.64,,星期四,,2015-05-04,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '直选', 'awardNum': '19', 'awardMoney': '100000', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",7,7,9,6,0,19.0,100000.0,3,2,1,4,1,1,3,29.0,9.0,2.0,5.0,-2.0,2.0,1,1,0,0,0,0,0,0
15056,2015-03-04,8 1 3 0 7,,8 1 3 0 7,,8120922.0,,234232042.16,,星期三,,2015-05-04,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '直选', 'awardNum': '17', 'awardMoney': '100000', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",8,1,3,0,7,17.0,100000.0,3,2,3,2,3,0,2,19.0,8.0,0.0,2.0,3.0,4.0,2,1,0,0,0,0,0,0
15055,2015-03-03,9 6 9 9 6,,9 6 9 9 6,,9327600.0,,231952790.38,,星期二,,2015-05-04,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '直选', 'awardNum': '35', 'awardMoney': '100000', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",9,6,9,9,6,35.0,100000.0,3,2,0,5,0,2,3,39.0,3.0,1.0,0.0,4.0,-3.0,0,0,0,0,0,0,0,0
15054,2015-03-02,0 6 3 3 3,,0 6 3 3 3,,8528326.0,,230882266.38,,星期一,,2015-05-04,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '直选', 'awardNum': '7', 'awardMoney': '100000', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",0,6,3,3,3,7.0,100000.0,3,2,4,1,4,1,0,15.0,6.0,0.0,5.0,0.0,-2.0,0,0,0,0,0,0,0,0
15053,2015-03-01,7 4 7 1 9,,7 4 7 1 9,,9103028.0,,227403386.64,,星期日,,2015-04-30,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '直选', 'awardNum': '17', 'awardMoney': '100000', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",7,4,7,1,9,17.0,100000.0,4,1,2,3,1,1,3,28.0,8.0,2.0,4.0,-1.0,1.0,0,1,1,0,0,0,0,0
15052,2015-02-28,5 9 8 1 1,,5 9 8 1 1,,8785254.0,,224642902.92,,星期六,,2015-04-29,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '直选', 'awardNum': '40', 'awardMoney': '100000', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",5,9,8,1,1,40.0,100000.0,4,1,2,3,2,1,2,24.0,8.0,3.0,1.0,1.0,1.0,1,0,0,0,0,0,0,0
