issue,openTime,frontWinningNum,backWinningNum,seqFrontWinningNum,seqBackWinningNum,saleMoney,r9SaleMoney,prizePoolMoney,fixPoolMoney,week,tryCode,djEndTime,awardEndDesc,specialNotes,fixUBound,floatBound,winnerDetails,红球1,红球2,红球3,红球4,红球5,红球6,篮球,一等奖奖金,一等奖注数,一等奖追加奖金,一等奖追加注数,三等奖奖金,三等奖注数,三等奖追加奖金,三等奖追加注数,二等奖奖金,二等奖注数,二等奖追加奖金,二等奖追加注数,五等奖奖金,五等奖注数,五等奖追加奖金,五等奖追加注数,六等奖奖金,六等奖注数,六等奖追加奖金,六等奖追加注数,四等奖奖金,四等奖注数,四等奖追加奖金,四等奖追加注数,六跳,奇数,偶数,小号,大号,一区,二区,三区,和值,跨度,重号,邻号,孤号,AC,二连,三连,二跳,三跳,四跳,四连,六连,五连,五跳,福运奖注数,福运奖奖金
23093,2023-08-13,1 8 0 0 3 7,2,1 8 0 0 3 7,2,21628716,,168291181.04,,星期日,,2023-10-12,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '一等奖', 'awardNum': '1', 'awardMoney': '5000000', 'totalMoney': ''}, 'addToBetWinner': {'remark': '一等奖派奖', 'awardNum': '1', 'awardMoney': '2500000', 'totalMoney': ''}, 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '2', 'baseBetWinner': {'remark': '二等奖', 'awardNum': '20', 'awardMoney': '20581', 'totalMoney': ''}, 'addToBetWinner': {'remark': '二等奖派奖', 'awardNum': '18', 'awardMoney': '10290', 'totalMoney': ''}, 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '3', 'baseBetWinner': {'remark': '三等奖', 'awardNum': '60', 'awardMoney': '3000', 'totalMoney': ''}, 'addToBetWinner': {'remark': '三等奖派奖', 'awardNum': '51', 'awardMoney': '1500', 'totalMoney': ''}, 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '4', 'baseBetWinner': {'remark': '四等奖', 'awardNum': '1822', 'awardMoney': '500', 'totalMoney': ''}, 'addToBetWinner': {'remark': '四等奖派奖', 'awardNum': '1501', 'awardMoney': '250', 'totalMoney': ''}, 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '5', 'baseBetWinner': {'remark': '五等奖', 'awardNum': '27166', 'awardMoney': '30', 'totalMoney': ''}, 'addToBetWinner': {'remark': '五等奖派奖', 'awardNum': '22466', 'awardMoney': '15', 'totalMoney': ''}, 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '6', 'baseBetWinner': {'remark': '六等奖', 'awardNum': '915163', 'awardMoney': '5', 'totalMoney': ''}, 'addToBetWinner': {'remark': '六等奖派奖', 'awardNum': '750445', 'awardMoney': '2.5', 'totalMoney': ''}, 'addToBetWinner2': '', 'addToBetWinner3': ''}]",1,8,0,0,3,7,2,5000000.0,1.0,2500000.0,1.0,3000.0,60.0,1500.0,51.0,20581.0,20.0,10290.0,18.0,30.0,27166.0,15.0,22466.0,5.0,915163.0,2.5,750445.0,500.0,1822.0,250.0,1501.0,0,3,3,4,2,4,0,2,19.0,8.0,1.0,5.0,0.0,3.0,2,0,1,0,0,0,0,0,0,0.0,0.0
23092,2023-08-11,2 1 1 1 2 6,5,2 1 1 1 2 6,5,35565680,,169586532.78,,星期五,,2023-10-10,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '一等奖', 'awardNum': '1', 'awardMoney': '5000000', 'totalMoney': ''}, 'addToBetWinner': {'remark': '一等奖派奖', 'awardNum': '1', 'awardMoney': '2500000', 'totalMoney': ''}, 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '2', 'baseBetWinner': {'remark': '二等奖', 'awardNum': '37', 'awardMoney': '15558', 'totalMoney': ''}, 'addToBetWinner': {'remark': '二等奖派奖', 'awardNum': '35', 'awardMoney': '7779', 'totalMoney': ''}, 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '3', 'baseBetWinner': {'remark': '三等奖', 'awardNum': '108', 'awardMoney': '3000', 'totalMoney': ''}, 'addToBetWinner': {'remark': '三等奖派奖', 'awardNum': '89', 'awardMoney': '1500', 'totalMoney': ''}, 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '4', 'baseBetWinner': {'remark': '四等奖', 'awardNum': '3400', 'awardMoney': '500', 'totalMoney': ''}, 'addToBetWinner': {'remark': '四等奖派奖', 'awardNum': '2676', 'awardMoney': '250', 'totalMoney': ''}, 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '5', 'baseBetWinner': {'remark': '五等奖', 'awardNum': '53029', 'awardMoney': '30', 'totalMoney': ''}, 'addToBetWinner': {'remark': '五等奖派奖', 'awardNum': '43794', 'awardMoney': '15', 'totalMoney': ''}, 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '6', 'baseBetWinner': {'remark': '六等奖', 'awardNum': '1611108', 'awardMoney': '5', 'totalMoney': ''}, 'addToBetWinner': {'remark': '六等奖派奖', 'awardNum': '1349230', 'awardMoney': '2.5', 'totalMoney': ''}, 'addToBetWinner2': '', 'addToBetWinner3': ''}]",2,1,1,1,2,6,5,5000000.0,1.0,2500000.0,1.0,3000.0,108.0,1500.0,89.0,15558.0,37.0,7779.0,35.0,30.0,53029.0,15.0,43794.0,5.0,1611108.0,2.5,1349230.0,500.0,3400.0,250.0,2676.0,0,3,3,5,1,5,1,0,13.0,5.0,0.0,3.0,3.0,-2.0,1,0,0,0,0,0,0,0,0,0.0,0.0
23091,2023-08-08,9 9 3 9 5 3,4,9 9 3 9 5 3,4,15894458,,169405436.9,,星期二,,2023-10-07,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '一等奖', 'awardNum': '2', 'awardMoney': '5000000', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '2', 'baseBetWinner': {'remark': '二等奖', 'awardNum': '10', 'awardMoney': '39747', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '3', 'baseBetWinner': {'remark': '三等奖', 'awardNum': '15', 'awardMoney': '3000', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '4', 'baseBetWinner': {'remark': '四等奖', 'awardNum': '783', 'awardMoney': '500', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '5', 'baseBetWinner': {'remark': '五等奖', 'awardNum': '13509', 'awardMoney': '30', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '6', 'baseBetWinner': {'remark': '六等奖', 'awardNum': '594350', 'awardMoney': '5', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",9,9,3,9,5,3,4,5000000.0,2.0,,,3000.0,15.0,,,39747.0,10.0,,,30.0,13509.0,,,5.0,594350.0,,,500.0,783.0,,,0,6,0,2,4,2,1,3,38.0,6.0,2.0,3.0,1.0,-2.0,0,0,1,0,0,0,0,0,0,0.0,0.0
23090,2023-08-06,3 3 9 1 8 7,12,3 3 9 1 8 7,12,15759090,,175828148.92,,星期日,,2023-10-07,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '一等奖', 'awardNum': '0', 'awardMoney': '0', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '2', 'baseBetWinner': {'remark': '二等奖', 'awardNum': '5', 'awardMoney': '95182', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '3', 'baseBetWinner': {'remark': '三等奖', 'awardNum': '14', 'awardMoney': '3000', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '4', 'baseBetWinner': {'remark': '四等奖', 'awardNum': '678', 'awardMoney': '500', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '5', 'baseBetWinner': {'remark': '五等奖', 'awardNum': '14162', 'awardMoney': '30', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '6', 'baseBetWinner': {'remark': '六等奖', 'awardNum': '431392', 'awardMoney': '5', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",3,3,9,1,8,7,12,0.0,0.0,,,3000.0,14.0,,,95182.0,5.0,,,30.0,14162.0,,,5.0,431392.0,,,500.0,678.0,,,0,5,1,3,3,3,0,3,31.0,8.0,2.0,3.0,1.0,2.0,0,1,1,0,0,0,0,0,0,0.0,0.0
23089,2023-08-04,3 2 2 5 1 4,8,3 2 2 5 1 4,8,24368656,,171544928.23,,星期五,,2023-10-07,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '一等奖', 'awardNum': '0', 'awardMoney': '0', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '2', 'baseBetWinner': {'remark': '二等奖', 'awardNum': '11', 'awardMoney': '32008', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '3', 'baseBetWinner': {'remark': '三等奖', 'awardNum': '76', 'awardMoney': '3000', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '4', 'baseBetWinner': {'remark': '四等奖', 'awardNum': '2012', 'awardMoney': '500', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '5', 'baseBetWinner': {'remark': '五等奖', 'awardNum': '31532', 'awardMoney': '30', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '6', 'baseBetWinner': {'remark': '六等奖', 'awardNum': '1247955', 'awardMoney': '5', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",3,2,2,5,1,4,8,0.0,0.0,,,3000.0,76.0,,,32008.0,11.0,,,30.0,31532.0,,,5.0,1247955.0,,,500.0,2012.0,,,0,3,3,5,1,4,2,0,17.0,4.0,2.0,4.0,0.0,-1.0,1,0,0,0,0,1,0,0,0,0.0,0.0
23088,2023-08-01,5 6 2 5 0 7,10,5 6 2 5 0 7,10,15424748,,168376112.43,,星期二,,2023-10-07,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '一等奖', 'awardNum': '0', 'awardMoney': '0', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '2', 'baseBetWinner': {'remark': '二等奖', 'awardNum': '15', 'awardMoney': '29549', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '3', 'baseBetWinner': {'remark': '三等奖', 'awardNum': '20', 'awardMoney': '3000', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '4', 'baseBetWinner': {'remark': '四等奖', 'awardNum': '832', 'awardMoney': '500', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '5', 'baseBetWinner': {'remark': '五等奖', 'awardNum': '14229', 'awardMoney': '30', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '6', 'baseBetWinner': {'remark': '六等奖', 'awardNum': '444580', 'awardMoney': '5', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",5,6,2,5,0,7,10,0.0,0.0,,,3000.0,20.0,,,29549.0,15.0,,,30.0,14229.0,,,5.0,444580.0,,,500.0,832.0,,,0,3,3,2,4,2,3,1,25.0,7.0,1.0,5.0,0.0,2.0,0,1,1,0,0,0,0,0,0,0.0,0.0
23087,2023-07-30,4 1 1 1 3 6,14,4 1 1 1 3 6,14,15844698,,164386991.56,,星期日,,2023-09-28,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '一等奖', 'awardNum': '1', 'awardMoney': '5000000', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '2', 'baseBetWinner': {'remark': '二等奖', 'awardNum': '5', 'awardMoney': '98477', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '3', 'baseBetWinner': {'remark': '三等奖', 'awardNum': '20', 'awardMoney': '3000', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '4', 'baseBetWinner': {'remark': '四等奖', 'awardNum': '743', 'awardMoney': '500', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '5', 'baseBetWinner': {'remark': '五等奖', 'awardNum': '14848', 'awardMoney': '30', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '6', 'baseBetWinner': {'remark': '六等奖', 'awardNum': '392617', 'awardMoney': '5', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",4,1,1,1,3,6,14,5000000.0,1.0,,,3000.0,20.0,,,98477.0,5.0,,,30.0,14848.0,,,5.0,392617.0,,,500.0,743.0,,,0,4,2,5,1,4,2,0,16.0,5.0,0.0,6.0,0.0,-1.0,1,0,2,0,0,0,0,0,0,0.0,0.0
23086,2023-07-28,7 0 9 8 2 5,5,7 0 9 8 2 5,5,24504048,,164955502.24,,星期五,,2023-09-26,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '一等奖', 'awardNum': '1', 'awardMoney': '5000000', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '2', 'baseBetWinner': {'remark': '二等奖', 'awardNum': '9', 'awardMoney': '47115', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '3', 'baseBetWinner': {'remark': '三等奖', 'awardNum': '60', 'awardMoney': '3000', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '4', 'baseBetWinner': {'remark': '四等奖', 'awardNum': '1890', 'awardMoney': '500', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '5', 'baseBetWinner': {'remark': '五等奖', 'awardNum': '30308', 'awardMoney': '30', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '6', 'baseBetWinner': {'remark': '六等奖', 'awardNum': '1146464', 'awardMoney': '5', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",7,0,9,8,2,5,5,5000000.0,1.0,,,3000.0,60.0,,,47115.0,9.0,,,30.0,30308.0,,,5.0,1146464.0,,,500.0,1890.0,,,0,3,3,2,4,2,1,3,31.0,9.0,2.0,4.0,0.0,4.0,0,1,2,0,0,0,0,0,0,0.0,0.0
23085,2023-07-25,9 7 4 6 7 3,8,9 7 4 6 7 3,8,15733558,,166139121.07,,星期二,,2023-09-25,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '一等奖', 'awardNum': '0', 'awardMoney': '0', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '2', 'baseBetWinner': {'remark': '二等奖', 'awardNum': '4', 'awardMoney': '49280', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '3', 'baseBetWinner': {'remark': '三等奖', 'awardNum': '33', 'awardMoney': '3000', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '4', 'baseBetWinner': {'remark': '四等奖', 'awardNum': '947', 'awardMoney': '500', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '5', 'baseBetWinner': {'remark': '五等奖', 'awardNum': '16044', 'awardMoney': '30', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '6', 'baseBetWinner': {'remark': '六等奖', 'awardNum': '936882', 'awardMoney': '5', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",9,7,4,6,7,3,8,0.0,0.0,,,3000.0,33.0,,,49280.0,4.0,,,30.0,16044.0,,,5.0,936882.0,,,500.0,947.0,,,0,4,2,2,4,1,2,3,36.0,6.0,1.0,5.0,0.0,1.0,2,0,2,0,0,0,0,0,0,0.0,0.0
23084,2023-07-23,0 1 5 8 7 0,10,0 1 5 8 7 0,10,16084940,,164365028.99,,星期日,,2023-09-21,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '一等奖', 'awardNum': '1', 'awardMoney': '5000000', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '2', 'baseBetWinner': {'remark': '二等奖', 'awardNum': '13', 'awardMoney': '39083', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '3', 'baseBetWinner': {'remark': '三等奖', 'awardNum': '11', 'awardMoney': '3000', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '4', 'baseBetWinner': {'remark': '四等奖', 'awardNum': '730', 'awardMoney': '500', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '5', 'baseBetWinner': {'remark': '五等奖', 'awardNum': '11459', 'awardMoney': '30', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '6', 'baseBetWinner': {'remark': '六等奖', 'awardNum': '411788', 'awardMoney': '5', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",0,1,5,8,7,0,10,5000000.0,1.0,,,3000.0,11.0,,,39083.0,13.0,,,30.0,11459.0,,,5.0,411788.0,,,500.0,730.0,,,0,3,3,3,3,3,1,2,21.0,8.0,1.0,5.0,0.0,3.0,2,0,1,0,0,0,0,0,0,0.0,0.0
23083,2023-07-21,4 9 9 1 2 3,4,4 9 9 1 2 3,4,25273732,,164792209.45,,星期五,,2023-09-19,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '一等奖', 'awardNum': '0', 'awardMoney': '0', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '2', 'baseBetWinner': {'remark': '二等奖', 'awardNum': '6', 'awardMoney': '99055', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '3', 'baseBetWinner': {'remark': '三等奖', 'awardNum': '46', 'awardMoney': '3000', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '4', 'baseBetWinner': {'remark': '四等奖', 'awardNum': '1633', 'awardMoney': '500', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '5', 'baseBetWinner': {'remark': '五等奖', 'awardNum': '26244', 'awardMoney': '30', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '6', 'baseBetWinner': {'remark': '六等奖', 'awardNum': '939800', 'awardMoney': '5', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",4,9,9,1,2,3,4,0.0,0.0,,,3000.0,46.0,,,99055.0,6.0,,,30.0,26244.0,,,5.0,939800.0,,,500.0,1633.0,,,0,4,2,4,2,3,1,2,28.0,8.0,2.0,5.0,-1.0,2.0,0,0,0,0,0,1,0,0,0,0.0,0.0
23082,2023-07-18,6 4 3 8 3 8,11,6 4 3 8 3 8,11,16019768,,159443231.64,,星期二,,2023-09-18,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '一等奖', 'awardNum': '0', 'awardMoney': '0', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '2', 'baseBetWinner': {'remark': '二等奖', 'awardNum': '6', 'awardMoney': '78985', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '3', 'baseBetWinner': {'remark': '三等奖', 'awardNum': '10', 'awardMoney': '3000', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '4', 'baseBetWinner': {'remark': '四等奖', 'awardNum': '887', 'awardMoney': '500', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '5', 'baseBetWinner': {'remark': '五等奖', 'awardNum': '13143', 'awardMoney': '30', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '6', 'baseBetWinner': {'remark': '六等奖', 'awardNum': '448552', 'awardMoney': '5', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",6,4,3,8,3,8,11,0.0,0.0,,,3000.0,10.0,,,78985.0,6.0,,,30.0,13143.0,,,5.0,448552.0,,,500.0,887.0,,,0,2,4,3,3,2,2,2,32.0,5.0,1.0,4.0,1.0,0.0,1,0,0,1,0,0,0,0,0,0.0,0.0
23081,2023-07-16,3 1 0 7 1 9,14,3 1 0 7 1 9,14,16329786,,155178008.95,,星期日,,2023-09-14,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '一等奖', 'awardNum': '0', 'awardMoney': '0', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '2', 'baseBetWinner': {'remark': '二等奖', 'awardNum': '5', 'awardMoney': '95927', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '3', 'baseBetWinner': {'remark': '三等奖', 'awardNum': '17', 'awardMoney': '3000', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '4', 'baseBetWinner': {'remark': '四等奖', 'awardNum': '881', 'awardMoney': '500', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '5', 'baseBetWinner': {'remark': '五等奖', 'awardNum': '16540', 'awardMoney': '30', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '6', 'baseBetWinner': {'remark': '六等奖', 'awardNum': '443505', 'awardMoney': '5', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",3,1,0,7,1,9,14,0.0,0.0,,,3000.0,17.0,,,95927.0,5.0,,,30.0,16540.0,,,5.0,443505.0,,,500.0,881.0,,,0,5,1,4,2,4,0,2,21.0,9.0,2.0,4.0,0.0,3.0,1,0,2,0,0,0,0,0,0,0.0,0.0
23080,2023-07-14,8 4 1 7 8 6,10,8 4 1 7 8 6,10,25664818,,150861275.82,,星期五,,2023-09-12,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '一等奖', 'awardNum': '0', 'awardMoney': '0', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '2', 'baseBetWinner': {'remark': '二等奖', 'awardNum': '9', 'awardMoney': '70669', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '3', 'baseBetWinner': {'remark': '三等奖', 'awardNum': '30', 'awardMoney': '3000', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '4', 'baseBetWinner': {'remark': '四等奖', 'awardNum': '1428', 'awardMoney': '500', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '5', 'baseBetWinner': {'remark': '五等奖', 'awardNum': '24747', 'awardMoney': '30', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '6', 'baseBetWinner': {'remark': '六等奖', 'awardNum': '933812', 'awardMoney': '5', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",8,4,1,7,8,6,10,0.0,0.0,,,3000.0,30.0,,,70669.0,9.0,,,30.0,24747.0,,,5.0,933812.0,,,500.0,1428.0,,,0,2,4,2,4,1,2,3,34.0,7.0,3.0,6.0,-3.0,2.0,0,1,1,0,0,0,0,0,0,0.0,0.0
23079,2023-07-11,8 5 2 7 9 4,5,8 5 2 7 9 4,5,16094322,,145137014.08,,星期二,,2023-09-11,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '一等奖', 'awardNum': '1', 'awardMoney': '5000000', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '2', 'baseBetWinner': {'remark': '二等奖', 'awardNum': '5', 'awardMoney': '68994', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '3', 'baseBetWinner': {'remark': '三等奖', 'awardNum': '30', 'awardMoney': '3000', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '4', 'baseBetWinner': {'remark': '四等奖', 'awardNum': '1064', 'awardMoney': '500', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '5', 'baseBetWinner': {'remark': '五等奖', 'awardNum': '15785', 'awardMoney': '30', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '6', 'baseBetWinner': {'remark': '六等奖', 'awardNum': '668190', 'awardMoney': '5', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",8,5,2,7,9,4,5,5000000.0,1.0,,,3000.0,30.0,,,68994.0,5.0,,,30.0,15785.0,,,5.0,668190.0,,,500.0,1064.0,,,0,3,3,2,4,1,2,3,35.0,7.0,3.0,4.0,-1.0,2.0,1,1,2,0,0,0,0,0,0,0.0,0.0
