issue,openTime,frontWinningNum,backWinningNum,seqFrontWinningNum,seqBackWinningNum,saleMoney,r9SaleMoney,prizePoolMoney,fixPoolMoney,week,tryCode,djEndTime,awardEndDesc,specialNotes,fixUBound,floatBound,winnerDetails,红球1,红球2,红球3,单选注数,单选奖金,组三注数,组三奖金,组六注数,组六奖金,奇数,偶数,大号,小号,一区,二区,三区,二连,三连,二跳,三跳,重号,邻号,孤号,和值,AC,跨度
2011164,2011-06-20,7 0 4,,7 0 4,,62095618.0,,,,星期一,161.0,-,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '单选', 'awardNum': '22086', 'awardMoney': '1000', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '2', 'baseBetWinner': {'remark': '组三', 'awardNum': '0', 'awardMoney': '320', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '3', 'baseBetWinner': {'remark': '组六', 'awardNum': '47633', 'awardMoney': '160', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",7,0,4,22086.0,1000.0,0.0,320.0,47633.0,160.0,1,2,1,2,1,1,1,0,0,0,0,0.0,2.0,1.0,11.0,1.0,7.0
2011163,2011-06-19,6 3 5,,6 3 5,,58507124.0,,,,星期日,887.0,-,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '单选', 'awardNum': '26113', 'awardMoney': '1000', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '2', 'baseBetWinner': {'remark': '组三', 'awardNum': '0', 'awardMoney': '320', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '3', 'baseBetWinner': {'remark': '组六', 'awardNum': '36333', 'awardMoney': '160', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",6,3,5,26113.0,1000.0,0.0,320.0,36333.0,160.0,2,1,2,1,1,2,0,1,0,1,0,2.0,1.0,0.0,14.0,1.0,3.0
2011162,2011-06-18,5 7 3,,5 7 3,,58796420.0,,,,星期六,820.0,-,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '单选', 'awardNum': '13040', 'awardMoney': '1000', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '2', 'baseBetWinner': {'remark': '组三', 'awardNum': '0', 'awardMoney': '320', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '3', 'baseBetWinner': {'remark': '组六', 'awardNum': '41213', 'awardMoney': '160', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",5,7,3,13040.0,1000.0,0.0,320.0,41213.0,160.0,3,0,2,1,1,1,1,0,0,0,1,2.0,0.0,1.0,15.0,0.0,4.0
2011161,2011-06-17,3 7 1,,3 7 1,,60471100.0,,,,星期五,268.0,-,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '单选', 'awardNum': '55407', 'awardMoney': '1000', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '2', 'baseBetWinner': {'remark': '组三', 'awardNum': '0', 'awardMoney': '320', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '3', 'baseBetWinner': {'remark': '组六', 'awardNum': '95082', 'awardMoney': '160', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",3,7,1,55407.0,1000.0,0.0,320.0,95082.0,160.0,3,0,1,2,2,0,1,0,0,1,0,1.0,1.0,1.0,11.0,1.0,6.0
2011160,2011-06-16,5 1 0,,5 1 0,,61263886.0,,,,星期四,803.0,-,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '单选', 'awardNum': '10699', 'awardMoney': '1000', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '2', 'baseBetWinner': {'remark': '组三', 'awardNum': '0', 'awardMoney': '320', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '3', 'baseBetWinner': {'remark': '组六', 'awardNum': '29042', 'awardMoney': '160', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",5,1,0,10699.0,1000.0,0.0,320.0,29042.0,160.0,2,1,1,2,2,1,0,1,0,0,0,0.0,1.0,2.0,6.0,1.0,5.0
2011159,2011-06-15,7 6 9,,7 6 9,,61737578.0,,,,星期三,92.0,-,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '单选', 'awardNum': '25379', 'awardMoney': '1000', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '2', 'baseBetWinner': {'remark': '组三', 'awardNum': '0', 'awardMoney': '320', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '3', 'baseBetWinner': {'remark': '组六', 'awardNum': '46672', 'awardMoney': '160', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",7,6,9,25379.0,1000.0,0.0,320.0,46672.0,160.0,2,1,3,0,0,1,2,1,0,1,0,1.0,2.0,0.0,22.0,1.0,3.0
2011158,2011-06-14,6 0 8,,6 0 8,,60066074.0,,,,星期二,825.0,-,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '单选', 'awardNum': '21220', 'awardMoney': '1000', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '2', 'baseBetWinner': {'remark': '组三', 'awardNum': '0', 'awardMoney': '320', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '3', 'baseBetWinner': {'remark': '组六', 'awardNum': '54058', 'awardMoney': '160', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",6,0,8,21220.0,1000.0,0.0,320.0,54058.0,160.0,0,3,2,1,1,1,1,0,0,1,0,1.0,1.0,1.0,14.0,1.0,8.0
2011157,2011-06-13,5 8 2,,5 8 2,,57310148.0,,,,星期一,20.0,-,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '单选', 'awardNum': '18550', 'awardMoney': '1000', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '2', 'baseBetWinner': {'remark': '组三', 'awardNum': '0', 'awardMoney': '320', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '3', 'baseBetWinner': {'remark': '组六', 'awardNum': '54108', 'awardMoney': '160', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",5,8,2,18550.0,1000.0,0.0,320.0,54108.0,160.0,1,2,2,1,1,1,1,0,0,0,1,1.0,1.0,1.0,15.0,0.0,6.0
2011156,2011-06-12,2 1 2,,2 1 2,,60901862.0,,,,星期日,851.0,-,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '单选', 'awardNum': '14341', 'awardMoney': '1000', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '2', 'baseBetWinner': {'remark': '组三', 'awardNum': '15902', 'awardMoney': '320', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '3', 'baseBetWinner': {'remark': '组六', 'awardNum': '0', 'awardMoney': '160', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",2,1,2,14341.0,1000.0,15902.0,320.0,0.0,160.0,1,2,0,3,3,0,0,1,0,0,0,1.0,1.0,1.0,5.0,-1.0,1.0
2011155,2011-06-11,2 5 6,,2 5 6,,60664406.0,,,,星期六,209.0,-,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '单选', 'awardNum': '21631', 'awardMoney': '1000', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '2', 'baseBetWinner': {'remark': '组三', 'awardNum': '0', 'awardMoney': '320', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '3', 'baseBetWinner': {'remark': '组六', 'awardNum': '34943', 'awardMoney': '160', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",2,5,6,21631.0,1000.0,0.0,320.0,34943.0,160.0,1,2,2,1,1,2,0,1,0,0,0,2.0,1.0,0.0,13.0,1.0,4.0
2011154,2011-06-10,6 8 2,,6 8 2,,61359636.0,,,,星期五,161.0,-,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '单选', 'awardNum': '32482', 'awardMoney': '1000', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '2', 'baseBetWinner': {'remark': '组三', 'awardNum': '0', 'awardMoney': '320', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '3', 'baseBetWinner': {'remark': '组六', 'awardNum': '66331', 'awardMoney': '160', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",6,8,2,32482.0,1000.0,0.0,320.0,66331.0,160.0,0,3,2,1,1,1,1,0,0,1,0,1.0,1.0,1.0,16.0,1.0,6.0
2011153,2011-06-09,4 5 6,,4 5 6,,60451094.0,,,,星期四,471.0,-,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '单选', 'awardNum': '44794', 'awardMoney': '1000', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '2', 'baseBetWinner': {'remark': '组三', 'awardNum': '0', 'awardMoney': '320', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '3', 'baseBetWinner': {'remark': '组六', 'awardNum': '64927', 'awardMoney': '160', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",4,5,6,44794.0,1000.0,0.0,320.0,64927.0,160.0,1,2,2,1,0,3,0,0,1,0,0,0.0,1.0,2.0,15.0,0.0,2.0
2011152,2011-06-08,7 2 1,,7 2 1,,59161258.0,,,,星期三,236.0,-,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '单选', 'awardNum': '13763', 'awardMoney': '1000', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '2', 'baseBetWinner': {'remark': '组三', 'awardNum': '0', 'awardMoney': '320', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '3', 'baseBetWinner': {'remark': '组六', 'awardNum': '58324', 'awardMoney': '160', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",7,2,1,13763.0,1000.0,0.0,320.0,58324.0,160.0,2,1,1,2,2,0,1,1,0,0,0,1.0,1.0,1.0,10.0,1.0,6.0
2011151,2011-06-07,5 4 1,,5 4 1,,57476164.0,,,,星期二,556.0,-,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '单选', 'awardNum': '20998', 'awardMoney': '1000', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '2', 'baseBetWinner': {'remark': '组三', 'awardNum': '0', 'awardMoney': '320', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '3', 'baseBetWinner': {'remark': '组六', 'awardNum': '58630', 'awardMoney': '160', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",5,4,1,20998.0,1000.0,0.0,320.0,58630.0,160.0,2,1,1,2,1,2,0,1,0,0,0,0.0,1.0,2.0,10.0,1.0,4.0
2011150,2011-06-06,7 7 3,,7 7 3,,57615704.0,,,,星期一,906.0,-,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '单选', 'awardNum': '11802', 'awardMoney': '1000', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '2', 'baseBetWinner': {'remark': '组三', 'awardNum': '15355', 'awardMoney': '320', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '3', 'baseBetWinner': {'remark': '组六', 'awardNum': '0', 'awardMoney': '160', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",7,7,3,11802.0,1000.0,15355.0,320.0,0.0,160.0,3,0,2,1,1,0,2,0,0,0,0,0.0,3.0,0.0,17.0,-1.0,4.0
2011149,2011-06-05,9 2 6,,9 2 6,,57167630.0,,,,星期日,382.0,-,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '单选', 'awardNum': '38134', 'awardMoney': '1000', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '2', 'baseBetWinner': {'remark': '组三', 'awardNum': '0', 'awardMoney': '320', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '3', 'baseBetWinner': {'remark': '组六', 'awardNum': '53215', 'awardMoney': '160', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",9,2,6,38134.0,1000.0,0.0,320.0,53215.0,160.0,1,2,2,1,1,1,1,0,0,0,0,1.0,1.0,1.0,17.0,1.0,7.0
2011148,2011-06-04,4 3 9,,4 3 9,,56146196.0,,,,星期六,670.0,-,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '单选', 'awardNum': '47050', 'awardMoney': '1000', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '2', 'baseBetWinner': {'remark': '组三', 'awardNum': '0', 'awardMoney': '320', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '3', 'baseBetWinner': {'remark': '组六', 'awardNum': '91051', 'awardMoney': '160', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",4,3,9,47050.0,1000.0,0.0,320.0,91051.0,160.0,2,1,1,2,1,1,1,1,0,0,0,1.0,1.0,1.0,16.0,1.0,6.0
2011147,2011-06-03,1 6 3,,1 6 3,,57579280.0,,,,星期五,599.0,-,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '单选', 'awardNum': '40139', 'awardMoney': '1000', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '2', 'baseBetWinner': {'remark': '组三', 'awardNum': '0', 'awardMoney': '320', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '3', 'baseBetWinner': {'remark': '组六', 'awardNum': '74193', 'awardMoney': '160', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",1,6,3,40139.0,1000.0,0.0,320.0,74193.0,160.0,2,1,1,2,2,1,0,0,0,1,0,0.0,2.0,1.0,10.0,1.0,5.0
2011146,2011-06-02,5 0 0,,5 0 0,,58884466.0,,,,星期四,537.0,-,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '单选', 'awardNum': '18745', 'awardMoney': '1000', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '2', 'baseBetWinner': {'remark': '组三', 'awardNum': '13655', 'awardMoney': '320', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '3', 'baseBetWinner': {'remark': '组六', 'awardNum': '0', 'awardMoney': '160', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",5,0,0,18745.0,1000.0,13655.0,320.0,0.0,160.0,1,2,1,2,2,1,0,0,0,0,0,0.0,1.0,2.0,5.0,-1.0,5.0
2011145,2011-06-01,4 9 4,,4 9 4,,59514568.0,,,,星期三,738.0,-,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '单选', 'awardNum': '11112', 'awardMoney': '1000', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '2', 'baseBetWinner': {'remark': '组三', 'awardNum': '8606', 'awardMoney': '320', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '3', 'baseBetWinner': {'remark': '组六', 'awardNum': '0', 'awardMoney': '160', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",4,9,4,11112.0,1000.0,8606.0,320.0,0.0,160.0,1,2,1,2,0,2,1,0,0,0,0,1.0,0.0,2.0,17.0,-1.0,5.0
2011144,2011-05-31,6 4 4,,6 4 4,,63074170.0,,,,星期二,820.0,-,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '单选', 'awardNum': '36662', 'awardMoney': '1000', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '2', 'baseBetWinner': {'remark': '组三', 'awardNum': '42845', 'awardMoney': '320', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '3', 'baseBetWinner': {'remark': '组六', 'awardNum': '0', 'awardMoney': '160', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",6,4,4,36662.0,1000.0,42845.0,320.0,0.0,160.0,0,3,1,2,0,3,0,0,0,1,0,0.0,3.0,0.0,14.0,-1.0,2.0
2011143,2011-05-30,0 5 8,,0 5 8,,60461638.0,,,,星期一,559.0,-,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '单选', 'awardNum': '36901', 'awardMoney': '1000', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '2', 'baseBetWinner': {'remark': '组三', 'awardNum': '0', 'awardMoney': '320', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '3', 'baseBetWinner': {'remark': '组六', 'awardNum': '55759', 'awardMoney': '160', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",0,5,8,36901.0,1000.0,0.0,320.0,55759.0,160.0,1,2,2,1,1,1,1,0,0,0,0,1.0,1.0,1.0,13.0,1.0,8.0
2011142,2011-05-29,7 8 9,,7 8 9,,57621668.0,,,,星期日,109.0,-,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '单选', 'awardNum': '42966', 'awardMoney': '1000', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '2', 'baseBetWinner': {'remark': '组三', 'awardNum': '0', 'awardMoney': '320', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '3', 'baseBetWinner': {'remark': '组六', 'awardNum': '59119', 'awardMoney': '160', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",7,8,9,42966.0,1000.0,0.0,320.0,59119.0,160.0,2,1,3,0,0,0,3,0,1,0,0,1.0,1.0,1.0,24.0,0.0,2.0
2011141,2011-05-28,9 1 5,,9 1 5,,58263740.0,,,,星期六,304.0,-,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '单选', 'awardNum': '16623', 'awardMoney': '1000', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '2', 'baseBetWinner': {'remark': '组三', 'awardNum': '0', 'awardMoney': '320', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '3', 'baseBetWinner': {'remark': '组六', 'awardNum': '52762', 'awardMoney': '160', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",9,1,5,16623.0,1000.0,0.0,320.0,52762.0,160.0,3,0,2,1,1,1,1,0,0,0,0,2.0,1.0,0.0,15.0,0.0,8.0
2011140,2011-05-27,8 1 9,,8 1 9,,58926676.0,,,,星期五,849.0,-,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '单选', 'awardNum': '33232', 'awardMoney': '1000', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '2', 'baseBetWinner': {'remark': '组三', 'awardNum': '0', 'awardMoney': '320', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '3', 'baseBetWinner': {'remark': '组六', 'awardNum': '69120', 'awardMoney': '160', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",8,1,9,33232.0,1000.0,0.0,320.0,69120.0,160.0,2,1,2,1,1,0,2,1,0,0,0,0.0,1.0,2.0,18.0,1.0,8.0
2011139,2011-05-26,2 6 5,,2 6 5,,58088190.0,,,,星期四,444.0,-,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '单选', 'awardNum': '9374', 'awardMoney': '1000', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '2', 'baseBetWinner': {'remark': '组三', 'awardNum': '0', 'awardMoney': '320', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '3', 'baseBetWinner': {'remark': '组六', 'awardNum': '44100', 'awardMoney': '160', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",2,6,5,9374.0,1000.0,0.0,320.0,44100.0,160.0,1,2,2,1,1,2,0,1,0,0,0,1.0,2.0,0.0,13.0,1.0,4.0
2011138,2011-05-25,4 7 5,,4 7 5,,57685316.0,,,,星期三,912.0,-,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '单选', 'awardNum': '22140', 'awardMoney': '1000', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '2', 'baseBetWinner': {'remark': '组三', 'awardNum': '0', 'awardMoney': '320', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '3', 'baseBetWinner': {'remark': '组六', 'awardNum': '52270', 'awardMoney': '160', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",4,7,5,22140.0,1000.0,0.0,320.0,52270.0,160.0,2,1,2,1,0,2,1,1,0,1,0,1.0,2.0,0.0,16.0,1.0,3.0
2011137,2011-05-24,9 5 8,,9 5 8,,57729484.0,,,,星期二,867.0,-,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '单选', 'awardNum': '13325', 'awardMoney': '1000', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '2', 'baseBetWinner': {'remark': '组三', 'awardNum': '0', 'awardMoney': '320', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '3', 'baseBetWinner': {'remark': '组六', 'awardNum': '31107', 'awardMoney': '160', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",9,5,8,13325.0,1000.0,0.0,320.0,31107.0,160.0,2,1,3,0,0,1,2,1,0,0,0,2.0,1.0,0.0,22.0,1.0,4.0
2011136,2011-05-23,5 5 9,,5 5 9,,59439094.0,,,,星期一,255.0,-,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '单选', 'awardNum': '11935', 'awardMoney': '1000', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '2', 'baseBetWinner': {'remark': '组三', 'awardNum': '14354', 'awardMoney': '320', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '3', 'baseBetWinner': {'remark': '组六', 'awardNum': '0', 'awardMoney': '160', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",5,5,9,11935.0,1000.0,14354.0,320.0,0.0,160.0,3,0,3,0,0,2,1,0,0,0,0,1.0,1.0,1.0,19.0,-1.0,4.0
2011135,2011-05-22,8 0 9,,8 0 9,,56445644.0,,,,星期日,366.0,-,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '单选', 'awardNum': '15520', 'awardMoney': '1000', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '2', 'baseBetWinner': {'remark': '组三', 'awardNum': '0', 'awardMoney': '320', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '3', 'baseBetWinner': {'remark': '组六', 'awardNum': '30547', 'awardMoney': '160', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",8,0,9,15520.0,1000.0,0.0,320.0,30547.0,160.0,1,2,2,1,1,0,2,1,0,0,0,0.0,0.0,3.0,17.0,1.0,9.0
2011134,2011-05-21,2 2 5,,2 2 5,,57874566.0,,,,星期六,867.0,-,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '单选', 'awardNum': '14948', 'awardMoney': '1000', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '2', 'baseBetWinner': {'remark': '组三', 'awardNum': '18326', 'awardMoney': '320', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '3', 'baseBetWinner': {'remark': '组六', 'awardNum': '0', 'awardMoney': '160', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",2,2,5,14948.0,1000.0,18326.0,320.0,0.0,160.0,1,2,1,2,2,1,0,0,0,0,0,0.0,3.0,0.0,9.0,-1.0,3.0
