issue,openTime,frontWinningNum,backWinningNum,seqFrontWinningNum,seqBackWinningNum,saleMoney,r9SaleMoney,prizePoolMoney,fixPoolMoney,week,tryCode,djEndTime,awardEndDesc,specialNotes,fixUBound,floatBound,winnerDetails,红球1,红球2,红球3,单选注数,单选奖金,组三注数,组三奖金,组六注数,组六奖金,奇数,偶数,大号,小号,一区,二区,三区,二连,三连,二跳,三跳,重号,邻号,孤号,和值,AC,跨度
2024081,2024-03-31,1 0 8,,1 0 8,,132531550.0,,,,星期日,-1.0,-,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '单选', 'awardNum': '', 'awardMoney': '', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '2', 'baseBetWinner': {'remark': '组三', 'awardNum': '', 'awardMoney': '', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '3', 'baseBetWinner': {'remark': '组六', 'awardNum': '', 'awardMoney': '', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",1,0,8,0.0,0.0,0.0,0.0,0.0,0.0,1,2,1,2,2,0,1,1,0,0,0,0.0,1.0,2.0,9.0,1.0,8.0
2024080,2024-03-30,7 7 5,,7 7 5,,134561048.0,,,,星期六,-1.0,-,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '单选', 'awardNum': '', 'awardMoney': '', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '2', 'baseBetWinner': {'remark': '组三', 'awardNum': '', 'awardMoney': '', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '3', 'baseBetWinner': {'remark': '组六', 'awardNum': '', 'awardMoney': '', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",7,7,5,0.0,0.0,0.0,0.0,0.0,0.0,3,0,3,0,0,1,2,0,0,1,0,0.0,0.0,3.0,19.0,-1.0,2.0
2024079,2024-03-29,9 3 1,,9 3 1,,144327788.0,,,,星期五,-1.0,-,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '单选', 'awardNum': '', 'awardMoney': '', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '2', 'baseBetWinner': {'remark': '组三', 'awardNum': '', 'awardMoney': '', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '3', 'baseBetWinner': {'remark': '组六', 'awardNum': '', 'awardMoney': '', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",9,3,1,0.0,0.0,0.0,0.0,0.0,0.0,3,0,1,2,2,0,1,0,0,1,0,2.0,0.0,1.0,13.0,1.0,8.0
2024078,2024-03-28,3 9 7,,3 9 7,,136136838.0,,,,星期四,-1.0,-,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '单选', 'awardNum': '', 'awardMoney': '', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '2', 'baseBetWinner': {'remark': '组三', 'awardNum': '', 'awardMoney': '', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '3', 'baseBetWinner': {'remark': '组六', 'awardNum': '', 'awardMoney': '', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",3,9,7,0.0,0.0,0.0,0.0,0.0,0.0,3,0,2,1,1,0,2,0,0,1,0,1.0,1.0,1.0,19.0,1.0,6.0
2024077,2024-03-27,3 3 6,,3 3 6,,134245098.0,,,,星期三,-1.0,-,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '单选', 'awardNum': '', 'awardMoney': '', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '2', 'baseBetWinner': {'remark': '组三', 'awardNum': '', 'awardMoney': '', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '3', 'baseBetWinner': {'remark': '组六', 'awardNum': '', 'awardMoney': '', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",3,3,6,0.0,0.0,0.0,0.0,0.0,0.0,2,1,1,2,2,1,0,0,0,0,0,1.0,1.0,1.0,12.0,-1.0,3.0
2024076,2024-03-26,6 5 5,,6 5 5,,134316670.0,,,,星期二,-1.0,-,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '单选', 'awardNum': '', 'awardMoney': '', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '2', 'baseBetWinner': {'remark': '组三', 'awardNum': '', 'awardMoney': '', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '3', 'baseBetWinner': {'remark': '组六', 'awardNum': '', 'awardMoney': '', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",6,5,5,0.0,0.0,0.0,0.0,0.0,0.0,2,1,3,0,0,3,0,1,0,0,0,1.0,3.0,-1.0,16.0,-1.0,1.0
2024075,2024-03-25,2 5 4,,2 5 4,,136803824.0,,,,星期一,-1.0,-,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '单选', 'awardNum': '', 'awardMoney': '', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '2', 'baseBetWinner': {'remark': '组三', 'awardNum': '', 'awardMoney': '', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '3', 'baseBetWinner': {'remark': '组六', 'awardNum': '', 'awardMoney': '', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",2,5,4,0.0,0.0,0.0,0.0,0.0,0.0,1,2,1,2,1,2,0,1,0,1,0,1.0,2.0,0.0,11.0,1.0,3.0
2024074,2024-03-24,0 4 1,,0 4 1,,138348614.0,,,,星期日,-1.0,-,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '单选', 'awardNum': '', 'awardMoney': '', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '2', 'baseBetWinner': {'remark': '组三', 'awardNum': '', 'awardMoney': '', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '3', 'baseBetWinner': {'remark': '组六', 'awardNum': '', 'awardMoney': '', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",0,4,1,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0,3,2,1,0,1,0,0,0,0.0,2.0,1.0,5.0,1.0,4.0
2024073,2024-03-23,2 5 8,,2 5 8,,130065748.0,,,,星期六,-1.0,-,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '单选', 'awardNum': '', 'awardMoney': '', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '2', 'baseBetWinner': {'remark': '组三', 'awardNum': '', 'awardMoney': '', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '3', 'baseBetWinner': {'remark': '组六', 'awardNum': '', 'awardMoney': '', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",2,5,8,0.0,0.0,0.0,0.0,0.0,0.0,1,2,2,1,1,1,1,0,0,0,1,0.0,1.0,2.0,15.0,0.0,6.0
2024072,2024-03-22,9 7 7,,9 7 7,,140803966.0,,,,星期五,-1.0,-,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '单选', 'awardNum': '', 'awardMoney': '', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '2', 'baseBetWinner': {'remark': '组三', 'awardNum': '', 'awardMoney': '', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '3', 'baseBetWinner': {'remark': '组六', 'awardNum': '', 'awardMoney': '', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",9,7,7,0.0,0.0,0.0,0.0,0.0,0.0,3,0,3,0,0,0,3,0,0,1,0,0.0,0.0,3.0,23.0,-1.0,2.0
2024071,2024-03-21,2 1 3,,2 1 3,,137647890.0,,,,星期四,-1.0,-,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '单选', 'awardNum': '', 'awardMoney': '', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '2', 'baseBetWinner': {'remark': '组三', 'awardNum': '', 'awardMoney': '', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '3', 'baseBetWinner': {'remark': '组六', 'awardNum': '', 'awardMoney': '', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",2,1,3,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0,3,3,0,0,0,1,0,0,1.0,1.0,1.0,6.0,0.0,2.0
2024070,2024-03-20,6 7 1,,6 7 1,,140015578.0,,,,星期三,-1.0,-,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '单选', 'awardNum': '', 'awardMoney': '', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '2', 'baseBetWinner': {'remark': '组三', 'awardNum': '', 'awardMoney': '', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '3', 'baseBetWinner': {'remark': '组六', 'awardNum': '', 'awardMoney': '', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",6,7,1,0.0,0.0,0.0,0.0,0.0,0.0,2,1,2,1,1,1,1,1,0,0,0,1.0,1.0,1.0,14.0,1.0,6.0
2024069,2024-03-19,4 5 1,,4 5 1,,137627030.0,,,,星期二,-1.0,-,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '单选', 'awardNum': '', 'awardMoney': '', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '2', 'baseBetWinner': {'remark': '组三', 'awardNum': '', 'awardMoney': '', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '3', 'baseBetWinner': {'remark': '组六', 'awardNum': '', 'awardMoney': '', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",4,5,1,0.0,0.0,0.0,0.0,0.0,0.0,2,1,1,2,1,2,0,1,0,0,0,1.0,2.0,0.0,10.0,1.0,4.0
2024068,2024-03-18,6 4 2,,6 4 2,,135125044.0,,,,星期一,-1.0,-,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '单选', 'awardNum': '', 'awardMoney': '', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '2', 'baseBetWinner': {'remark': '组三', 'awardNum': '', 'awardMoney': '', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '3', 'baseBetWinner': {'remark': '组六', 'awardNum': '', 'awardMoney': '', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",6,4,2,0.0,0.0,0.0,0.0,0.0,0.0,0,3,1,2,1,2,0,0,0,0,1,0.0,1.0,2.0,12.0,0.0,4.0
2024067,2024-03-17,7 0 9,,7 0 9,,137700404.0,,,,星期日,-1.0,-,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '单选', 'awardNum': '', 'awardMoney': '', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '2', 'baseBetWinner': {'remark': '组三', 'awardNum': '', 'awardMoney': '', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '3', 'baseBetWinner': {'remark': '组六', 'awardNum': '', 'awardMoney': '', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",7,0,9,0.0,0.0,0.0,0.0,0.0,0.0,2,1,2,1,1,0,2,0,0,1,0,1.0,3.0,-1.0,16.0,1.0,9.0
2024066,2024-03-16,1 9 8,,1 9 8,,131746544.0,,,,星期六,-1.0,-,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '单选', 'awardNum': '', 'awardMoney': '', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '2', 'baseBetWinner': {'remark': '组三', 'awardNum': '', 'awardMoney': '', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '3', 'baseBetWinner': {'remark': '组六', 'awardNum': '', 'awardMoney': '', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",1,9,8,0.0,0.0,0.0,0.0,0.0,0.0,2,1,2,1,1,0,2,1,0,0,0,1.0,1.0,1.0,18.0,1.0,8.0
2024065,2024-03-15,4 6 9,,4 6 9,,134210872.0,,,,星期五,-1.0,-,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '单选', 'awardNum': '', 'awardMoney': '', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '2', 'baseBetWinner': {'remark': '组三', 'awardNum': '', 'awardMoney': '', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '3', 'baseBetWinner': {'remark': '组六', 'awardNum': '', 'awardMoney': '', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",4,6,9,0.0,0.0,0.0,0.0,0.0,0.0,1,2,2,1,0,2,1,0,0,1,0,1.0,0.0,2.0,19.0,1.0,5.0
2024064,2024-03-14,0 0 9,,0 0 9,,136243068.0,,,,星期四,-1.0,-,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '单选', 'awardNum': '', 'awardMoney': '', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '2', 'baseBetWinner': {'remark': '组三', 'awardNum': '', 'awardMoney': '', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '3', 'baseBetWinner': {'remark': '组六', 'awardNum': '', 'awardMoney': '', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",0,0,9,0.0,0.0,0.0,0.0,0.0,0.0,1,2,1,2,2,0,1,0,0,0,0,1.0,0.0,2.0,9.0,-1.0,9.0
2024063,2024-03-13,3 4 9,,3 4 9,,135458166.0,,,,星期三,-1.0,-,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '单选', 'awardNum': '', 'awardMoney': '', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '2', 'baseBetWinner': {'remark': '组三', 'awardNum': '', 'awardMoney': '', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '3', 'baseBetWinner': {'remark': '组六', 'awardNum': '', 'awardMoney': '', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",3,4,9,0.0,0.0,0.0,0.0,0.0,0.0,2,1,1,2,1,1,1,1,0,0,0,1.0,1.0,1.0,16.0,1.0,6.0
2024062,2024-03-12,3 7 7,,3 7 7,,141864758.0,,,,星期二,-1.0,-,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '单选', 'awardNum': '', 'awardMoney': '', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '2', 'baseBetWinner': {'remark': '组三', 'awardNum': '', 'awardMoney': '', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '3', 'baseBetWinner': {'remark': '组六', 'awardNum': '', 'awardMoney': '', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",3,7,7,0.0,0.0,0.0,0.0,0.0,0.0,3,0,2,1,1,0,2,0,0,0,0,0.0,3.0,0.0,17.0,-1.0,4.0
2024061,2024-03-11,4 0 6,,4 0 6,,139302168.0,,,,星期一,-1.0,-,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '单选', 'awardNum': '', 'awardMoney': '', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '2', 'baseBetWinner': {'remark': '组三', 'awardNum': '', 'awardMoney': '', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '3', 'baseBetWinner': {'remark': '组六', 'awardNum': '', 'awardMoney': '', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",4,0,6,0.0,0.0,0.0,0.0,0.0,0.0,0,3,1,2,1,2,0,0,0,1,0,0.0,1.0,2.0,10.0,1.0,6.0
2024060,2024-03-10,8 9 7,,8 9 7,,136955584.0,,,,星期日,-1.0,-,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '单选', 'awardNum': '', 'awardMoney': '', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '2', 'baseBetWinner': {'remark': '组三', 'awardNum': '', 'awardMoney': '', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '3', 'baseBetWinner': {'remark': '组六', 'awardNum': '', 'awardMoney': '', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",8,9,7,0.0,0.0,0.0,0.0,0.0,0.0,2,1,3,0,0,0,3,0,1,0,0,2.0,3.0,-2.0,24.0,0.0,2.0
2024059,2024-03-09,7 5 8,,7 5 8,,131852174.0,,,,星期六,-1.0,-,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '单选', 'awardNum': '', 'awardMoney': '', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '2', 'baseBetWinner': {'remark': '组三', 'awardNum': '', 'awardMoney': '', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '3', 'baseBetWinner': {'remark': '组六', 'awardNum': '', 'awardMoney': '', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",7,5,8,0.0,0.0,0.0,0.0,0.0,0.0,2,1,3,0,0,1,2,1,0,1,0,0.0,3.0,0.0,20.0,1.0,3.0
2024058,2024-03-08,4 6 9,,4 6 9,,131975198.0,,,,星期五,-1.0,-,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '单选', 'awardNum': '', 'awardMoney': '', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '2', 'baseBetWinner': {'remark': '组三', 'awardNum': '', 'awardMoney': '', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '3', 'baseBetWinner': {'remark': '组六', 'awardNum': '', 'awardMoney': '', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",4,6,9,0.0,0.0,0.0,0.0,0.0,0.0,1,2,2,1,0,2,1,0,0,1,0,0.0,3.0,0.0,19.0,1.0,5.0
2024057,2024-03-07,8 0 5,,8 0 5,,130968102.0,,,,星期四,-1.0,-,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '单选', 'awardNum': '', 'awardMoney': '', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '2', 'baseBetWinner': {'remark': '组三', 'awardNum': '', 'awardMoney': '', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '3', 'baseBetWinner': {'remark': '组六', 'awardNum': '', 'awardMoney': '', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",8,0,5,0.0,0.0,0.0,0.0,0.0,0.0,1,2,2,1,1,1,1,0,0,0,0,1.0,1.0,1.0,13.0,1.0,8.0
2024056,2024-03-06,5 4 2,,5 4 2,,131359182.0,,,,星期三,-1.0,-,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '单选', 'awardNum': '', 'awardMoney': '', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '2', 'baseBetWinner': {'remark': '组三', 'awardNum': '', 'awardMoney': '', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '3', 'baseBetWinner': {'remark': '组六', 'awardNum': '', 'awardMoney': '', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",5,4,2,0.0,0.0,0.0,0.0,0.0,0.0,1,2,1,2,1,2,0,1,0,1,0,1.0,1.0,1.0,11.0,1.0,3.0
2024055,2024-03-05,5 8 9,,5 8 9,,128323628.0,,,,星期二,-1.0,-,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '单选', 'awardNum': '', 'awardMoney': '', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '2', 'baseBetWinner': {'remark': '组三', 'awardNum': '', 'awardMoney': '', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '3', 'baseBetWinner': {'remark': '组六', 'awardNum': '', 'awardMoney': '', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",5,8,9,0.0,0.0,0.0,0.0,0.0,0.0,2,1,3,0,0,1,2,1,0,0,0,1.0,1.0,1.0,22.0,1.0,4.0
2024054,2024-03-04,1 9 2,,1 9 2,,127578952.0,,,,星期一,-1.0,-,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '单选', 'awardNum': '', 'awardMoney': '', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '2', 'baseBetWinner': {'remark': '组三', 'awardNum': '', 'awardMoney': '', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '3', 'baseBetWinner': {'remark': '组六', 'awardNum': '', 'awardMoney': '', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",1,9,2,0.0,0.0,0.0,0.0,0.0,0.0,2,1,1,2,2,0,1,1,0,0,0,0.0,1.0,2.0,12.0,1.0,8.0
2024053,2024-03-03,4 7 8,,4 7 8,,122447550.0,,,,星期日,-1.0,-,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '单选', 'awardNum': '', 'awardMoney': '', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '2', 'baseBetWinner': {'remark': '组三', 'awardNum': '', 'awardMoney': '', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '3', 'baseBetWinner': {'remark': '组六', 'awardNum': '', 'awardMoney': '', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",4,7,8,0.0,0.0,0.0,0.0,0.0,0.0,1,2,2,1,0,1,2,1,0,0,0,0.0,1.0,2.0,19.0,1.0,4.0
2024052,2024-03-02,3 1 0,,3 1 0,,121945554.0,,,,星期六,-1.0,-,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '单选', 'awardNum': '', 'awardMoney': '', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '2', 'baseBetWinner': {'remark': '组三', 'awardNum': '', 'awardMoney': '', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '3', 'baseBetWinner': {'remark': '组六', 'awardNum': '', 'awardMoney': '', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",3,1,0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0,3,3,0,0,1,0,1,0,2.0,2.0,-1.0,4.0,1.0,3.0
2024051,2024-03-01,3 4 0,,3 4 0,,129475360.0,,,,星期五,-1.0,-,-,,,,"[{'awardEtc': '1', 'baseBetWinner': {'remark': '单选', 'awardNum': '', 'awardMoney': '', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '2', 'baseBetWinner': {'remark': '组三', 'awardNum': '', 'awardMoney': '', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}, {'awardEtc': '3', 'baseBetWinner': {'remark': '组六', 'awardNum': '', 'awardMoney': '', 'totalMoney': ''}, 'addToBetWinner': '', 'addToBetWinner2': '', 'addToBetWinner3': ''}]",3,4,0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0,3,2,1,0,1,0,0,0,2.0,2.0,-1.0,7.0,1.0,4.0
