issue,openTime,pool_full_size,pool_size_drop0,cover_full_drop0,hit_drop0_top15,hit_drop0_top20,hit_drop0_top25,hit_drop0_top30,hit_drop0_top40,pool_size_drop10,cover_full_drop10,hit_drop10_top15,hit_drop10_top20,hit_drop10_top25,hit_drop10_top30,hit_drop10_top40,pool_size_drop20,cover_full_drop20,hit_drop20_top15,hit_drop20_top20,hit_drop20_top25,hit_drop20_top30,hit_drop20_top40,pool_size_drop30,cover_full_drop30,hit_drop30_top15,hit_drop30_top20,hit_drop30_top25,hit_drop30_top30,hit_drop30_top40,pool_size_drop40,cover_full_drop40,hit_drop40_top15,hit_drop40_top20,hit_drop40_top25,hit_drop40_top30,hit_drop40_top40,pool_size_drop50,cover_full_drop50,hit_drop50_top15,hit_drop50_top20,hit_drop50_top25,hit_drop50_top30,hit_drop50_top40
2022190,2022-07-19,67,67,18,4,5,6,9,12,57,15,4,5,6,9,12,47,14,4,5,6,9,12,37,11,4,5,6,9,11,27,6,4,5,6,6,6,17,4,4,4,4,4,4
2022191,2022-07-20,68,68,18,3,5,7,9,10,58,15,3,5,7,9,10,48,12,3,5,7,9,10,38,10,3,5,7,9,10,28,7,3,5,6,7,7,18,4,3,4,4,4,4
2022192,2022-07-21,68,68,18,5,6,7,8,11,58,15,5,6,7,8,11,48,13,5,6,7,8,11,38,10,5,6,7,8,10,28,9,5,6,7,9,9,18,5,5,5,5,5,5
2022193,2022-07-22,69,69,15,3,6,7,9,11,59,14,3,6,7,9,11,49,13,3,6,7,9,11,39,11,3,6,7,9,11,29,7,3,6,7,7,7,19,7,6,7,7,7,7
2022194,2022-07-23,66,66,16,2,3,4,5,7,56,11,2,3,4,5,7,46,7,2,3,4,5,7,36,5,2,3,4,4,5,26,4,2,3,4,4,4,16,3,3,3,3,3,3
2022195,2022-07-24,68,68,16,3,3,3,5,9,58,14,3,3,3,5,9,48,11,3,3,3,5,9,38,7,3,3,3,5,7,28,6,3,3,5,6,6,18,2,2,2,2,2,2
2022196,2022-07-25,70,70,16,3,3,4,5,6,60,10,3,3,4,5,6,50,7,3,3,4,5,6,40,7,3,3,4,5,7,30,5,3,3,4,5,5,20,3,2,3,3,3,3
2022197,2022-07-26,69,69,17,5,6,7,8,10,59,16,5,6,7,8,10,49,12,5,6,7,8,10,39,10,5,6,7,8,10,29,8,5,6,7,8,8,19,6,5,6,6,6,6
2022198,2022-07-27,67,67,16,2,2,5,7,10,57,14,2,2,5,7,10,47,14,2,2,5,7,10,37,10,2,2,5,7,10,27,4,2,2,3,4,4,17,2,2,2,2,2,2
2022199,2022-07-28,70,70,17,4,7,9,11,14,60,16,4,7,9,11,14,50,16,4,7,9,11,14,40,13,4,7,9,11,13,30,9,4,7,8,9,9,20,7,5,7,7,7,7
2022200,2022-07-29,64,64,16,2,3,4,7,7,54,11,2,3,4,7,7,44,8,2,3,4,7,7,34,6,2,3,4,6,6,24,4,2,3,4,4,4,14,2,2,2,2,2,2
2022201,2022-07-30,69,69,17,5,5,5,6,10,59,14,5,5,5,6,10,49,12,5,5,5,6,10,39,9,5,5,5,6,9,29,7,5,5,5,7,7,19,4,4,4,4,4,4
2022202,2022-07-31,69,69,15,3,4,4,5,10,59,12,3,4,4,5,10,49,10,3,4,4,5,10,39,9,3,4,4,5,9,29,5,3,4,4,5,5,19,3,3,3,3,3,3
2022203,2022-08-01,68,68,16,5,6,10,11,11,58,14,5,6,10,11,11,48,12,5,6,10,11,11,38,11,5,6,10,11,11,28,7,5,6,7,7,7,18,5,4,5,5,5,5
2022204,2022-08-02,66,66,19,3,4,5,8,9,56,14,3,4,5,8,9,46,11,3,4,5,8,9,36,8,3,4,5,8,8,26,6,3,4,6,6,6,16,3,3,3,3,3,3
2022205,2022-08-03,70,70,16,6,6,8,9,9,60,14,6,6,8,9,9,50,11,6,6,8,9,9,40,10,6,6,8,9,10,30,9,6,6,8,9,9,20,8,6,8,8,8,8
2022206,2022-08-04,67,67,18,3,4,6,7,9,57,14,3,4,6,7,9,47,11,3,4,6,7,9,37,7,3,4,6,7,7,27,6,3,4,6,6,6,17,2,2,2,2,2,2
2022207,2022-08-05,67,67,15,9,10,11,11,11,57,15,9,10,11,11,11,47,12,9,10,11,11,11,37,11,9,10,11,11,11,27,11,9,10,11,11,11,17,10,9,10,10,10,10
2022208,2022-08-06,64,64,15,5,6,7,8,12,54,15,5,6,7,8,12,44,12,5,6,7,8,12,34,10,5,6,7,8,10,24,7,6,6,7,7,7,14,5,5,5,5,5,5
2022209,2022-08-07,62,62,16,7,8,8,11,11,52,13,7,8,8,11,11,42,11,7,8,8,11,11,32,11,7,8,8,11,11,22,8,7,8,8,8,8,12,6,6,6,6,6,6
2022210,2022-08-08,64,64,18,6,7,10,10,11,54,13,6,7,10,10,11,44,12,6,7,10,10,11,34,10,6,7,10,10,10,24,9,6,7,9,9,9,14,5,5,5,5,5,5
2022211,2022-08-09,65,65,17,3,5,5,6,12,55,16,3,5,5,6,12,45,12,3,5,5,6,12,35,10,3,5,5,6,10,25,6,3,5,6,6,6,15,4,4,4,4,4,4
2022212,2022-08-10,68,68,15,2,3,5,5,8,58,12,2,3,5,5,8,48,10,2,3,5,5,8,38,6,2,3,5,5,6,28,4,2,3,4,4,4,18,4,3,4,4,4,4
2022213,2022-08-11,68,68,16,3,4,5,5,9,58,13,3,4,5,5,9,48,10,3,4,5,5,9,38,10,3,4,5,5,10,28,8,3,4,5,8,8,18,3,3,3,3,3,3
2022214,2022-08-12,69,69,16,4,6,6,6,9,59,13,4,6,6,6,9,49,12,4,6,6,6,9,39,7,4,6,6,6,7,29,7,4,6,6,7,7,19,5,5,5,5,5,5
2022215,2022-08-13,67,67,19,6,9,11,14,19,57,19,6,9,11,14,19,47,19,6,9,11,14,19,37,16,6,9,11,14,16,27,13,6,9,12,13,13,17,8,7,8,8,8,8
2022216,2022-08-14,64,64,14,4,6,7,7,8,54,11,4,6,7,7,8,44,10,4,6,7,7,8,34,7,4,6,7,7,7,24,7,4,7,7,7,7,14,5,5,5,5,5,5
2022217,2022-08-15,66,66,17,4,5,7,8,12,56,15,4,5,7,8,12,46,14,4,5,7,8,12,36,11,4,5,7,8,11,26,7,4,6,7,7,7,16,3,3,3,3,3,3
2022218,2022-08-16,66,66,17,5,7,9,11,11,56,15,5,7,9,11,11,46,11,5,7,9,11,11,36,11,5,7,9,11,11,26,9,5,7,9,9,9,16,7,6,7,7,7,7
2022219,2022-08-17,65,65,17,4,6,6,8,10,55,16,4,6,6,8,10,45,12,4,6,6,8,10,35,10,4,6,6,8,10,25,7,4,5,7,7,7,15,5,5,5,5,5,5
2022220,2022-08-18,67,67,16,4,6,7,8,11,57,14,4,6,7,8,11,47,12,4,6,7,8,11,37,11,4,6,7,8,11,27,7,4,6,7,7,7,17,3,3,3,3,3,3
2022221,2022-08-19,67,67,18,3,5,8,9,13,57,18,3,5,8,9,13,47,16,3,5,8,9,13,37,12,3,5,8,9,12,27,9,3,5,8,9,9,17,6,5,6,6,6,6
2022222,2022-08-20,68,68,16,3,5,6,8,10,58,13,3,5,6,8,10,48,11,3,5,6,8,10,38,10,3,5,6,8,10,28,7,3,5,6,7,7,18,2,1,2,2,2,2
2022223,2022-08-21,67,67,16,1,3,5,6,8,57,13,1,3,5,6,8,47,11,1,3,5,6,8,37,8,1,3,5,6,8,27,4,1,3,4,4,4,17,3,3,3,3,3,3
2022224,2022-08-22,69,69,18,7,11,11,11,11,59,15,7,11,11,11,11,49,14,7,11,11,11,11,39,12,7,11,11,11,12,29,11,7,11,11,11,11,19,9,9,9,9,9,9
2022225,2022-08-23,64,64,17,1,4,6,8,9,54,15,1,4,6,8,9,44,11,1,4,6,8,9,34,7,1,4,6,6,7,24,5,1,5,5,5,5,14,2,2,2,2,2,2
2022226,2022-08-24,68,68,17,5,5,6,9,11,58,14,5,5,6,9,11,48,12,5,5,6,9,11,38,11,5,5,6,9,11,28,7,5,5,6,7,7,18,6,5,6,6,6,6
2022227,2022-08-25,69,69,18,3,4,4,6,13,59,17,3,4,4,6,13,49,15,3,4,4,6,13,39,10,3,4,4,6,10,29,7,3,4,4,7,7,19,4,4,4,4,4,4
2022228,2022-08-26,69,69,18,5,5,5,7,8,59,14,5,5,5,7,8,49,10,5,5,5,7,8,39,8,5,5,5,7,8,29,6,5,5,5,6,6,19,5,5,5,5,5,5
2022229,2022-08-27,69,69,17,4,7,7,7,10,59,16,4,7,7,7,10,49,14,4,7,7,7,10,39,10,4,7,7,7,10,29,8,4,7,7,8,8,19,4,3,4,4,4,4
2022230,2022-08-28,66,66,15,2,4,5,6,9,56,13,2,4,5,6,9,46,9,2,4,5,6,9,36,8,2,4,5,6,8,26,5,2,4,4,5,5,16,3,3,3,3,3,3
2022231,2022-08-29,66,66,16,3,6,7,8,12,56,15,3,6,7,8,12,46,14,3,6,7,8,13,36,9,3,6,7,8,9,26,8,3,6,7,8,8,16,3,3,3,3,3,3
2022232,2022-08-30,66,66,17,2,4,6,7,10,56,14,2,4,6,7,10,46,12,2,4,6,7,10,36,10,2,4,6,7,10,26,6,2,4,5,6,6,16,4,4,4,4,4,4
2022233,2022-08-31,69,69,18,4,6,9,10,13,59,16,4,6,9,10,13,49,15,4,6,9,10,13,39,12,4,6,9,10,12,29,10,4,6,9,10,10,19,6,3,6,6,6,6
2022234,2022-09-01,67,67,19,5,6,7,8,12,57,17,5,6,7,8,12,47,15,5,6,7,8,12,37,12,5,6,7,8,12,27,9,5,6,8,9,9,17,6,5,6,6,6,6
2022235,2022-09-02,68,68,17,1,3,5,7,10,58,13,1,3,5,7,10,48,11,1,3,5,7,10,38,10,1,3,5,7,10,28,6,1,3,5,6,6,18,3,2,3,3,3,3
2022236,2022-09-03,68,68,17,3,3,6,7,12,58,16,3,3,6,7,12,48,13,3,3,6,7,12,38,12,3,3,6,7,12,28,8,3,3,6,8,8,18,5,3,5,5,5,5
2022237,2022-09-04,68,68,17,5,6,6,6,7,58,14,5,6,6,6,7,48,9,5,6,6,6,7,38,7,5,6,6,6,7,28,6,5,6,6,6,6,18,4,4,4,4,4,4
2022238,2022-09-05,70,70,18,3,5,7,7,12,60,15,3,5,7,7,12,50,14,3,5,7,7,12,40,11,3,5,7,7,11,30,7,3,5,7,7,7,20,6,4,6,6,6,6
2022239,2022-09-06,67,67,18,4,6,8,8,11,57,16,4,6,8,8,11,47,14,4,6,8,8,11,37,11,4,6,8,8,11,27,8,4,6,7,8,8,17,6,5,6,6,6,6
2022240,2022-09-07,67,67,16,5,6,8,10,10,57,13,5,6,8,10,10,47,11,5,6,8,10,10,37,10,5,6,8,10,10,27,8,5,6,8,8,8,17,6,5,6,6,6,6
2022241,2022-09-08,67,67,18,5,6,7,8,10,57,16,5,6,7,8,10,47,14,5,6,7,8,10,37,9,5,6,7,8,9,27,7,5,6,7,7,7,17,5,4,5,5,5,5
2022242,2022-09-09,66,66,17,2,4,5,7,12,56,14,2,4,5,7,12,46,12,2,4,5,7,12,36,10,2,4,5,7,10,26,6,2,4,5,6,6,16,2,2,2,2,2,2
2022243,2022-09-10,70,70,19,5,6,7,7,9,60,15,5,6,7,7,9,50,10,5,6,7,7,9,40,9,5,6,7,7,9,30,7,5,6,7,7,7,20,5,4,5,5,5,5
2022244,2022-09-11,70,70,15,4,6,8,8,9,60,15,4,6,8,8,9,50,13,4,6,8,8,9,40,9,4,6,8,8,9,30,9,4,6,8,9,9,20,8,6,8,8,8,8
2022245,2022-09-12,65,65,18,5,5,6,7,11,55,15,5,5,6,7,11,45,11,5,5,6,7,11,35,10,5,5,6,7,10,25,6,5,5,6,6,6,15,4,4,4,4,4,4
2022246,2022-09-13,64,64,16,3,5,7,7,11,54,16,3,5,7,7,11,44,11,3,5,7,7,11,34,10,3,5,7,8,10,24,6,3,5,6,6,6,14,3,3,3,3,3,3
2022247,2022-09-14,69,69,18,6,9,10,11,12,59,14,6,9,10,11,12,49,14,6,9,10,11,12,39,13,6,9,10,11,13,29,11,6,9,10,11,11,19,8,7,8,8,8,8
2022248,2022-09-15,64,64,16,3,5,7,7,10,54,15,3,5,7,7,10,44,11,3,5,7,7,10,34,8,3,5,7,8,8,24,5,3,5,5,5,5,14,2,2,2,2,2,2
2022249,2022-09-16,68,68,17,2,3,4,5,8,58,16,2,3,4,5,8,48,10,2,3,4,5,8,38,8,2,3,4,5,8,28,6,2,3,4,6,6,18,2,1,2,2,2,2
2022250,2022-09-17,71,71,18,2,4,5,7,9,61,16,2,4,5,7,9,51,13,2,4,5,7,9,41,9,2,4,5,7,9,31,7,2,4,5,7,7,21,4,3,4,4,4,4
2022251,2022-09-18,70,70,19,6,8,9,10,12,60,17,6,8,9,10,12,50,15,6,8,9,10,12,40,12,6,8,9,10,12,30,10,6,8,9,10,10,20,6,5,6,6,6,6
2022252,2022-09-19,67,67,18,4,6,7,10,12,57,15,4,6,7,10,12,47,14,4,6,7,10,12,37,12,4,6,7,10,12,27,9,4,6,9,9,9,17,5,4,5,5,5,5
2022253,2022-09-20,68,68,15,4,4,7,8,9,58,13,4,4,7,8,9,48,12,4,4,7,8,9,38,8,4,4,7,8,8,28,6,4,4,6,6,6,18,5,3,5,5,5,5
2022254,2022-09-21,66,66,16,3,4,5,7,10,56,14,3,4,5,7,10,46,10,3,4,5,7,10,36,9,3,4,5,7,9,26,7,3,4,6,7,7,16,2,2,2,2,2,2
2022255,2022-09-22,68,68,17,3,4,5,6,7,58,13,3,4,5,6,7,48,9,3,4,5,6,7,38,7,3,4,5,6,7,28,5,3,4,5,5,5,18,4,3,4,4,4,4
2022256,2022-09-23,68,68,18,4,6,8,9,11,58,17,4,6,8,9,11,48,14,4,6,8,9,11,38,11,4,6,8,9,11,28,9,4,6,9,9,9,18,6,5,6,6,6,6
2022257,2022-09-24,67,67,16,4,6,6,8,9,57,13,4,6,6,8,9,47,11,4,6,6,8,9,37,8,4,6,6,8,8,27,6,4,6,6,6,6,17,6,6,6,6,6,6
2022258,2022-09-25,66,66,18,5,8,11,14,15,56,17,5,8,11,14,15,46,15,5,8,11,14,15,36,15,5,8,11,14,15,26,10,5,7,10,10,10,16,7,7,7,7,7,7
2022259,2022-09-26,66,66,17,3,5,5,7,9,56,14,3,5,5,7,9,46,11,3,5,5,7,9,36,8,3,5,5,7,8,26,6,3,4,6,6,6,16,3,3,3,3,3,3
2022260,2022-09-27,67,67,16,5,6,7,9,12,57,13,5,6,7,9,12,47,13,5,6,7,9,12,37,11,5,6,7,9,11,27,8,5,6,8,8,8,17,5,5,5,5,5,5
2022261,2022-09-28,67,67,17,4,4,4,6,9,57,15,4,4,4,6,9,47,10,4,4,4,6,9,37,9,4,4,4,6,9,27,7,4,4,6,7,7,17,3,3,3,3,3,3
2022262,2022-09-29,67,67,17,3,4,7,10,13,57,16,3,4,7,10,13,47,15,3,4,7,10,13,37,12,3,4,7,10,12,27,6,3,4,6,6,6,17,3,3,3,3,3,3
2022263,2022-09-30,69,69,17,3,5,7,9,11,59,14,3,5,7,9,11,49,12,3,5,7,9,11,39,11,3,5,7,9,11,29,8,3,5,7,8,8,19,4,2,4,4,4,4
2022264,2022-10-05,67,67,18,4,5,6,7,10,57,16,4,5,6,7,10,47,13,4,5,6,7,10,37,10,4,5,6,7,10,27,7,4,5,6,7,7,17,4,4,4,4,4,4
2022265,2022-10-06,69,69,17,3,5,8,9,9,59,14,3,5,8,9,9,49,11,3,5,8,9,9,39,9,3,5,8,9,9,29,8,3,5,8,8,8,19,7,4,7,7,7,7
2022266,2022-10-07,65,65,17,5,6,7,7,10,55,14,5,6,7,7,10,45,11,5,6,7,7,10,35,7,5,6,7,7,7,25,6,5,6,6,6,6,15,6,6,6,6,6,6
2022267,2022-10-08,68,68,17,3,5,5,7,10,58,15,3,5,5,7,10,48,14,3,5,5,7,10,38,11,3,5,5,7,11,28,8,3,5,6,8,8,18,4,3,4,4,4,4
2022268,2022-10-09,67,67,16,2,4,4,5,7,57,13,2,4,4,5,7,47,10,2,4,4,5,7,37,7,2,4,4,5,7,27,5,2,4,4,5,5,17,3,3,3,3,3,3
2022269,2022-10-10,69,69,16,3,4,5,7,10,59,13,3,4,5,7,10,49,12,3,4,5,7,10,39,10,3,4,5,7,10,29,7,3,4,5,7,7,19,4,3,4,4,4,4
2022270,2022-10-11,68,68,17,8,8,8,9,10,58,14,8,8,8,9,10,48,13,8,8,8,9,10,38,10,8,8,8,9,10,28,10,8,8,10,10,10,18,7,7,7,7,7,7
2022271,2022-10-12,63,63,19,5,5,7,9,12,53,16,5,5,7,9,12,43,15,5,5,7,9,13,33,10,5,5,7,9,10,23,7,5,6,7,7,7,13,4,4,4,4,4,4
2022272,2022-10-13,66,66,16,2,3,5,5,9,56,12,2,3,5,5,9,46,9,2,3,5,5,9,36,8,2,3,5,5,8,26,5,2,3,5,5,5,16,4,3,4,4,4,4
2022273,2022-10-14,69,69,17,5,5,8,9,11,59,15,5,5,8,9,11,49,13,5,5,8,9,11,39,11,5,5,8,9,11,29,9,5,5,8,9,9,19,7,4,7,7,7,7
2022274,2022-10-15,66,66,17,4,6,7,9,11,56,15,4,6,7,9,11,46,12,4,6,7,9,11,36,9,4,6,7,9,9,26,9,4,6,9,9,9,16,6,6,6,6,6,6
2022275,2022-10-16,66,66,19,3,4,4,5,9,56,15,3,4,4,5,9,46,12,3,4,4,5,9,36,8,3,4,4,5,8,26,5,3,4,5,5,5,16,3,3,3,3,3,3
2022276,2022-10-17,70,70,18,7,8,8,9,12,60,17,7,8,8,9,12,50,15,7,8,8,9,12,40,12,7,8,8,9,12,30,9,7,8,8,9,9,20,7,7,7,7,7,7
2022277,2022-10-18,67,67,17,0,1,5,6,8,57,14,0,1,5,6,8,47,10,0,1,5,6,8,37,7,0,1,5,6,7,27,1,0,1,1,1,1,17,1,0,1,1,1,1
2022278,2022-10-19,71,71,16,3,5,7,10,12,61,14,3,5,7,10,12,51,14,3,5,7,10,12,41,12,3,5,7,10,12,31,10,3,5,7,10,10,21,7,3,6,7,7,7
2022279,2022-10-20,63,63,14,3,3,5,5,8,53,10,3,3,5,5,8,43,9,3,3,5,5,8,33,6,3,3,5,6,6,23,3,3,3,3,3,3,13,1,1,1,1,1,1
2022280,2022-10-21,69,69,17,2,3,4,5,9,59,14,2,3,4,5,9,49,9,2,3,4,5,9,39,8,2,3,4,5,8,29,7,2,3,5,7,7,19,3,2,3,3,3,3
2022281,2022-10-22,70,70,18,4,5,6,8,11,60,15,4,5,6,8,11,50,14,4,5,6,8,11,40,12,4,5,6,8,12,30,8,4,5,6,8,8,20,6,4,6,6,6,6
2022282,2022-10-23,68,68,20,4,6,6,7,12,58,18,4,6,6,7,12,48,13,4,6,6,7,12,38,9,4,6,6,7,9,28,7,4,6,6,7,7,18,5,5,5,5,5,5
2022283,2022-10-24,69,69,17,1,1,2,3,7,59,14,1,1,2,3,7,49,10,1,1,2,3,7,39,7,1,1,2,3,7,29,4,1,1,2,4,4,19,3,2,3,3,3,3
2022284,2022-10-25,72,72,18,5,5,7,7,9,62,15,5,5,7,7,9,52,13,5,5,7,7,9,42,10,5,5,7,8,9,32,8,5,5,7,7,8,22,6,4,6,6,6,6
2022285,2022-10-26,68,68,16,2,4,6,7,9,58,14,2,4,6,7,9,48,12,2,4,6,7,9,38,8,2,4,6,7,8,28,7,2,4,6,7,7,18,4,2,4,4,4,4
2022286,2022-10-27,67,67,16,4,5,7,8,11,57,12,4,5,7,8,11,47,12,4,5,7,8,11,37,10,4,5,7,8,10,27,7,4,5,7,7,7,17,5,4,5,5,5,5
2022287,2022-10-28,65,65,16,2,3,4,7,9,55,13,2,3,4,7,9,45,10,2,3,4,7,9,35,9,2,3,4,7,9,25,6,2,3,6,6,6,15,3,3,3,3,3,3
2022288,2022-10-29,70,70,17,4,6,8,10,12,60,15,4,6,8,10,12,50,14,4,6,8,10,12,40,11,4,6,8,10,11,30,8,4,6,7,8,8,20,5,4,5,5,5,5
2022289,2022-10-30,66,66,19,2,2,5,8,11,56,15,2,2,5,8,11,46,12,2,2,5,8,11,36,9,2,2,5,8,9,26,6,2,2,5,6,6,16,1,0,1,1,1,1
2022290,2022-10-31,72,72,16,4,7,8,8,9,62,13,4,7,8,8,9,52,11,4,7,8,8,9,42,9,4,7,8,8,9,32,8,4,7,8,8,8,22,5,4,5,5,5,5
2022291,2022-11-01,67,67,14,4,6,7,10,10,57,12,4,6,7,10,10,47,11,4,6,7,10,10,37,10,4,6,7,10,10,27,8,4,6,8,8,8,17,4,3,4,4,4,4
2022292,2022-11-02,63,63,14,5,7,8,9,12,53,13,5,7,8,9,12,43,12,5,7,8,9,12,33,10,5,7,8,10,10,23,7,5,7,7,7,7,13,4,4,4,4,4,4
2022293,2022-11-03,65,65,18,4,5,6,7,8,55,16,4,5,6,7,8,45,10,4,5,6,7,8,35,7,4,5,6,7,7,25,6,4,6,6,6,6,15,5,5,5,5,5,5
2022294,2022-11-04,68,68,16,3,5,7,7,9,58,12,3,5,7,7,9,48,10,3,5,7,7,9,38,9,3,5,7,7,9,28,8,3,5,7,8,8,18,3,2,3,3,3,3
2022295,2022-11-05,67,67,15,1,3,3,6,9,57,11,1,3,3,6,9,47,9,1,3,3,6,9,37,9,1,3,3,6,9,27,7,1,3,5,7,7,17,2,2,2,2,2,2
2022296,2022-11-06,70,70,17,5,6,7,9,12,60,14,5,6,7,9,12,50,14,5,6,7,9,12,40,12,5,6,7,9,12,30,8,5,6,7,8,8,20,7,6,7,7,7,7
2022297,2022-11-07,67,67,17,6,6,6,6,8,57,13,6,6,6,6,8,47,10,6,6,6,6,8,37,8,6,6,6,6,8,27,7,6,6,6,7,7,17,4,4,4,4,4,4
2022298,2022-11-08,65,65,19,7,8,9,9,12,55,15,7,8,9,9,12,45,13,7,8,9,9,12,35,11,7,8,9,9,11,25,8,7,8,8,8,8,15,6,6,6,6,6,6
2022299,2022-11-09,67,67,15,5,5,6,7,9,57,12,5,5,6,7,9,47,9,5,5,6,7,9,37,9,5,5,6,7,9,27,7,5,5,7,7,7,17,4,4,4,4,4,4
2022300,2022-11-10,67,67,17,4,4,7,9,14,57,17,4,4,7,9,14,47,15,4,4,7,9,14,37,13,4,4,7,9,13,27,8,4,5,8,8,8,17,4,4,4,4,4,4
2022301,2022-11-11,66,66,18,6,7,8,9,13,56,16,6,7,8,9,13,46,15,6,7,8,9,13,36,11,6,7,8,9,11,26,7,6,6,7,7,7,16,6,6,6,6,6,6
2022302,2022-11-12,66,66,17,5,6,7,9,11,56,15,5,6,7,9,11,46,13,5,6,7,9,11,36,10,5,6,7,9,10,26,9,5,7,9,9,9,16,5,5,5,5,5,5
2022303,2022-11-13,67,67,18,4,4,6,6,9,57,16,4,4,6,6,9,47,12,4,4,6,6,9,37,7,4,4,6,6,7,27,4,4,4,4,4,4,17,3,3,3,3,3,3
2022304,2022-11-14,69,69,16,6,6,9,10,12,59,13,6,6,9,10,12,49,12,6,6,9,10,12,39,12,6,6,9,10,12,29,10,6,6,8,10,10,19,8,6,8,8,8,8
2022305,2022-11-15,64,64,17,4,4,5,6,9,54,13,4,4,5,6,9,44,12,4,4,5,6,9,34,7,4,4,5,7,7,24,5,4,5,5,5,5,14,3,3,3,3,3,3
2022306,2022-11-16,68,68,19,6,7,10,11,14,58,17,6,7,10,11,14,48,17,6,7,10,11,14,38,12,6,7,10,11,12,28,9,6,7,9,9,9,18,7,5,7,7,7,7
2022307,2022-11-17,65,65,18,4,4,5,5,7,55,13,4,4,5,5,7,45,8,4,4,5,5,7,35,6,4,4,5,5,6,25,4,4,4,4,4,4,15,2,2,2,2,2,2
2022308,2022-11-18,69,69,15,2,4,8,8,10,59,13,2,4,8,8,10,49,12,2,4,8,8,10,39,10,2,4,8,8,10,29,8,2,4,8,8,8,19,5,3,5,5,5,5
2022309,2022-11-19,65,65,19,5,6,7,10,13,55,17,5,6,7,10,13,45,15,5,6,7,10,12,35,12,5,6,7,11,12,25,9,5,6,9,9,9,15,4,4,4,4,4,4
2022310,2022-11-20,69,69,16,2,4,7,9,12,59,14,2,4,7,9,12,49,12,2,4,7,9,12,39,12,2,4,7,9,12,29,10,2,4,7,10,10,19,6,4,6,6,6,6
2022311,2022-11-21,66,66,18,5,6,6,8,9,56,16,5,6,6,8,9,46,12,5,6,6,8,9,36,9,5,6,6,8,9,26,8,5,6,8,8,8,16,4,4,4,4,4,4
2022312,2022-11-22,67,67,18,3,3,4,5,8,57,15,3,3,4,5,8,47,9,3,3,4,5,8,37,8,3,3,4,5,8,27,6,3,3,5,6,6,17,4,3,4,4,4,4
2022313,2022-11-23,69,69,16,2,3,4,6,8,59,16,2,3,4,6,8,49,11,2,3,4,6,8,39,8,2,3,4,6,8,29,5,2,3,4,5,5,19,3,2,3,3,3,3
2022314,2022-11-24,70,70,16,5,7,8,9,12,60,16,5,7,8,9,12,50,13,5,7,8,9,12,40,12,5,7,8,9,12,30,11,5,7,8,11,11,20,7,5,7,7,7,7
2022315,2022-11-25,64,64,16,0,1,2,3,8,54,13,0,1,2,3,8,44,10,0,1,2,3,10,34,7,0,1,2,5,7,24,2,0,1,2,2,2,14,0,0,0,0,0,0
2022316,2022-11-26,70,70,16,2,2,3,5,6,60,14,2,2,3,5,6,50,9,2,2,3,5,6,40,7,2,2,3,5,7,30,5,2,2,3,5,5,20,3,2,3,3,3,3
2022317,2022-11-27,70,70,17,2,4,6,6,8,60,14,2,4,6,6,8,50,10,2,4,6,6,8,40,8,2,4,6,6,8,30,7,2,4,6,7,7,20,4,4,4,4,4,4
2022318,2022-11-28,70,70,18,3,4,5,7,9,60,12,3,4,5,7,9,50,12,3,4,5,7,9,40,10,3,4,5,7,10,30,5,3,4,5,5,5,20,5,4,5,5,5,5
2022319,2022-11-29,70,70,17,4,4,5,7,10,60,16,4,4,5,7,10,50,11,4,4,5,7,10,40,10,4,4,5,7,10,30,7,4,4,5,7,7,20,5,4,5,5,5,5
2022320,2022-11-30,68,68,16,3,3,3,3,7,58,12,3,3,3,3,7,48,8,3,3,3,3,7,38,7,3,3,3,3,7,28,6,3,3,4,6,6,18,2,2,2,2,2,2
2022321,2022-12-01,69,69,15,2,3,4,6,8,59,12,2,3,4,6,8,49,9,2,3,4,6,8,39,7,2,3,4,6,7,29,4,2,3,4,4,4,19,3,2,3,3,3,3
2022322,2022-12-02,70,70,17,3,3,5,6,9,60,12,3,3,5,6,9,50,11,3,3,5,6,9,40,7,3,3,5,6,7,30,6,3,3,5,6,6,20,4,2,4,4,4,4
2022323,2022-12-03,67,67,16,7,8,9,12,13,57,15,7,8,9,12,13,47,14,7,8,9,12,13,37,12,7,8,9,12,12,27,10,7,8,10,10,10,17,8,7,8,8,8,8
2022324,2022-12-04,63,63,16,2,5,7,10,12,53,13,2,5,7,10,12,43,12,2,5,7,10,12,33,11,2,5,7,10,11,23,6,2,4,6,6,6,13,2,2,2,2,2,2
2022325,2022-12-05,68,68,18,4,6,7,8,10,58,13,4,6,7,8,10,48,11,4,6,7,8,10,38,10,4,6,7,8,10,28,6,4,6,6,6,6,18,4,4,4,4,4,4
2022326,2022-12-06,68,68,15,5,5,6,7,8,58,12,5,5,6,7,8,48,8,5,5,6,7,8,38,8,5,5,6,7,8,28,6,5,5,6,6,6,18,4,4,4,4,4,4
2022327,2022-12-07,68,68,17,4,6,6,8,10,58,13,4,6,6,8,10,48,10,4,6,6,8,10,38,9,4,6,6,8,9,28,9,4,6,9,9,9,18,6,5,6,6,6,6
2022328,2022-12-08,66,66,15,0,1,3,3,4,56,13,0,1,3,3,4,46,7,0,1,3,3,4,36,4,0,1,3,3,4,26,2,0,1,2,2,2,16,1,1,1,1,1,1
